omschrijving;level;VT12;soort;importance;required;zichtbaar
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Contracthuur;6;ContractRent;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Methode berekenen huurbedrag;6;ContractRentMethod;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Brontype huurgegevens / huurlijsten;6;ContractRentSourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Datum huurbedrag;6;ContractRentDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Basishuur per jaar;6;ContractRentPerYear;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
;6;;;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
;6;;;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
;6;;;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
;6;;;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
;6;;;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebouw / subobject markthuur;6;BuildingMarketMeasurement;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [as];6;InternalIDLeaseChargesAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [typed member];6;InternalIDLeaseChargesTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Markthuur;6;MarketRent;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Brontype markthuurwaarde;6;MarketRentSourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Datum van markthuurschatting;6;EstimateMarketRentDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebouw / subobject oppervlakte;6;BuildingAreaMeasurement;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [as];6;InternalIDLeaseChargesAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [typed member];6;InternalIDLeaseChargesTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verhuurde oppervlakte;6;AreaLeased;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Opgemeten verhuurde oppervlakte methode;6;AreaLeasedMethod;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Brontype oppervlakte;6;AreaSourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Datum opgemete oppervlakte;6;AreaMeasuredDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebouw- / subobjectindexering;6;BuildingIndexation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [as];6;InternalIDLeaseChargesAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de huurregels [typed member];6;InternalIDLeaseChargesTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebruikte index;6;IndexUsed;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschrijving van de gebruikte index;6;IndexUsedDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Noemer methode;6;DenominationMethod;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Aantal vertragingsmaanden als index teller;6;IndexDelayNominator;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Aantal vertragingsmaanden als index noemer;6;IndexDelayDenominator;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Index effectieve datum;6;IndexEffectiveDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Index frequentie;6;IndexFrequency;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Index startjaar;6;IndexStartYear;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Maximale toegestane huurverhoging;6;MaxRentIncrease;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Minimale toegestane huurverhoging;6;MinRentIncrease;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Ruimteboek van het gebouw / subobject [titel];5;BuidlingAreaAdministrationTitle;Abstract;1;1;1
Oppervlakteinformatie van het gebouw / subobject;6;BuildingAreaInformation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Leaseoppervlakte;6;LeaseArea;String;1;1;1
Methode theoretisch beschikbare hoeveelheid verhuurbare vloer oppervlakte;6;AreaForLeaseMethod;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Brontype verhuurbaar oppervlak;6;LeaseAreaSourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Meetdatum leaseoppervlakte;6;LeaseAreaMeasurementDate;Date;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktwaarde gebouw / subobject;6;BuildingMarketValue;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktwaarde;6;MarketValue;Monetary;1;1;1
Brontype marktwaarde;6;MarketValueSourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Meetdatum marktwaarde;6;MarketValueMeasurementDate;Date;2;"{""sharedFormula"":""F3"",""result"":0}";1
Ruimteinformatie gebouw / subobject;6;BuildingUnitInformation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Subsector type;6;IPDSubtype;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verkocht eenheid voor afbouw;6;PreSold;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Percentage verkochte objecten voor afbouw;6;PreSoldArea;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verkoopprijs van verkochte unit;6;SalesPrice;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Transactiedatum;6;TransactionDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verhuurt eenheid voor afbouw;6;PreLet;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde verhuurde objecten voor afbouw;6;ValuePreLet;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Taxatie van het gebouw / subobject [titel];5;BuildingValuationTitle;Abstract;1;1;1
Informatie over gebouw- / subobject taxatie referentie [titel];6;BuildingValuationInformationReferenceTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Informatie over de gebouw- / subobject taxatie referentie;6;BuildingValuationInformationReference;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebouw /subobject taxatie referentie toegekend door;6;BuildingValuationReferenceAllocatedBy;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gebouw /subobject taxatie referentie toegekend door (beschrijving);6;BuildingValuationReferenceAllocatedByDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Omschrijving unieke gebouw /subobject taxatie referentie;6;BuildingValuationReferenceDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Oordeel van het gebouw / subobject [titel];6;BuildingValuationAppraisalTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktoordeel van het gebouw / subobject;6;BuildingValuationAppraisalMarketAppraissal;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Oordeel courantheid;6;MarketabilityOverall;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verkoopbaarheid;6;MarketabilitySales;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verhuurbaarheid;6;MarketabilityRent;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Alternatieven qua markt;6;AlternativeUseMarket;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Beste aanwending;6;HighestAndBestUseDescription;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Uitpondbaarheid;6;MarketabilitySalesUnit;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktvisie algemeen;6;MarketvisionCountry;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktvisie lokaal;6;MarketvisionLocal;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Objectbeoordeling van het object;6;BuildingValuationAppraisalObjectAssessment;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algeheel oordeel over het object;6;ObjectOverallAssessment;Enumeration;1;1;1
Bouwkundige staat;6;ConstructionState;Enumeration;1;1;1
Onderhoud binnen;6;MaintenanceStateInterior;Enumeration;1;1;1
Onderhoud buiten;6;MaintenanceStateExterior;Enumeration;1;1;1
Algemeen oordeel onderhoud;6;MaintenanceGeneralAssesment;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Functionaliteit;6;Functionality;Enumeration;1;1;1
Alternatieve aanwendbaarheid;6;AlternativeUseObject;Enumeration;1;1;1
Parkeren op eigen terrein;6;ParkingOnSite;Enumeration;1;1;1
Lokatie oordeel van het gebouw / subobject;6;BuildingValuationAppraisalLocationAssessment;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algeheel oordeel over de locatie;6;LocationOverallAssessment;Enumeration;1;1;1
Algemene bereikbaarheid;6;AccessibilityGeneral;Enumeration;1;1;1
Bereikbaarheid per auto;6;AccessibilityCars;Enumeration;1;1;1
Bereikbaarheid per openbaar vervoer;6;AccessibilityPublicTransport;Enumeration;1;1;1
Bereikbaarheid per vrachtvervoer;6;AccessibilityTrucks;Enumeration;1;1;1
Openbaar parkeren;6;ParkingPublic;Enumeration;1;1;1
Ligging;6;Site;Enumeration;1;1;1
SWOT analyse van het gebouw / subobject;6;BuildingValuationAppraisalSWOTAnalysis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
