"Generated by FINAN v3.2.42.7 on 28-10-2013 16:01"
"Model V05 v3.1.1.40"

"VarName";"OrgVarName";"IsCopyVar";"ScreenNr";"Sort";"Level";"Description";"D/C";"InCalcTree";"FinanDataType";"DataType";"Prot Title";"Prot NoTrend";"Prot Trend";"Prot User";"Prot Sector";"InputSaved Title";"InputSaved NoTrend";"InputSaved Trend";"InputSaved User";"InputSaved Sector";"SaveCalculated";"GDET";"Freq";"DisplayAs";"CalcYearAs";"IsTuple";"IsInTuple";"Visible";"Visible Formula";"Locked Formula";"InputRequired Formula";"Validation Formula";"InHiddenTree";"Scalable";"Currency";"DataFeatureChar";"LicFeatureChar";"ShowWhenValue";"Unspec";"Formula0 (Title)";"Formula1 (NoTrend)";"Formula2 (Trend)";"Formula3 (User)";"Formula4 (Sector)";"Template";"Hint"
"ROOT";ROOT;No;"S";4;0;"Prognosemodel v3.1.1.40";;No;Number;Abstract;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""Prognosemodel v3.1.1.40""";"";"";"";"";"";""
"HiddenVars";HiddenVars;No;"S01";5;1;"   Verborgen variabelen";;No;Number;Abstract;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;No;"AdminMode[1]";"0";"0";"1";No;Yes;Yes; ; ;No;;"Verborgen variabelen";"";"";"";"";"";""
"LastModifyDate";LastModifyDate;No;"S01-01";6;2;"      Laatste wijziging";;No;Number;Date;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Date;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Laatste wijziging";"";"";"";"";"dddddd";""
"LastModifyUser";LastModifyUser;No;"S01-02";7;2;"      Laatste wijziging door";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Laatste wijziging door";"";"";"";"";"";""
"FES_VARS";FES_VARS;No;"S01-03";8;2;"      FES_VARS";;No;Number;Abstract;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"FES_VARS";"";"";"";"";"";""
"FES_LAYOUTNR";FES_LAYOUTNR;No;"S01-03-01";9;3;"         Layout";;No;Number;Monetary;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Layout";"";"";"";"";"";""
"FES_EXCHANGE_RATES";FES_EXCHANGE_RATES;No;"S01-03-02";10;3;"         Wisselkoersen";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Wisselkoersen";"";"";"";"";"";""
"FES_LAYOUT";FES_LAYOUT;No;"S01-03-03";11;3;"         Layout naam";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Layout naam";"";"";"";"";"";""
"FES_FLATINPUT";FES_FLATINPUT;No;"S01-03-04";12;3;"         Wordt platte invoer gebruikt? (1=ja)";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Wordt platte invoer gebruikt? (1=ja)";"";"";"";"";"";""
"FES_PROJECTION_PROFILE";FES_PROJECTION_PROFILE;No;"S01-03-05";13;3;"         Prognose profiel";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Prognose profiel";"";"";"";"";"";""
"FES_COLUMN_ORDER";FES_COLUMN_ORDER;No;"S01-03-06";14;3;"         Kolom volgorde";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Kolom volgorde";"";"";"";"";"";""
"FES_COLUMN_VISIBLE";FES_COLUMN_VISIBLE;No;"S01-03-07";15;3;"         Kolom zichtbaar";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Kolom zichtbaar";"";"";"";"";"";""
"FES_STARTDATEPERIOD";FES_STARTDATEPERIOD;No;"S01-03-08";16;3;"         Startdatum periode";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Startdatum periode";"";"";"";"";"";""
"FES_ENDDATEPERIOD";FES_ENDDATEPERIOD;No;"S01-03-09";17;3;"         Einddatum periode";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Einddatum periode";"";"";"";"";"";""
"FES_BASECURRENCYPERIOD";FES_BASECURRENCYPERIOD;No;"S01-03-10";18;3;"         Base Currency Period";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Base Currency Period";"";"";"";"";"";""
"FES_VIEWCURRENCYPERIOD";FES_VIEWCURRENCYPERIOD;No;"S01-03-11";19;3;"         View Currency Period";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"View Currency Period";"";"";"";"";"";""
"FES_COLUMNTYPE";FES_COLUMNTYPE;No;"S01-03-12";20;3;"         Column Type";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Choice;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Column Type";"";"";"";"";"0:History|1:Projection";""
"XBRL_TYPE";XBRL_TYPE;No;"S01-03-13";21;3;"         XBRL TYPE";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"XBRL TYPE";"";"";"";"";"";""
"XBRL_STATUS";XBRL_STATUS;No;"S01-03-14";22;3;"         XBRL STATUS";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"XBRL STATUS";"";"";"";"";"";""
"FPS_VARS";FPS_VARS;No;"S01-04";23;2;"      FPS_VARS";;No;Number;Abstract;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"FPS_VARS";"";"";"";"";"";""
"FPS_VAR_Naam";FPS_VAR_Naam;No;"S01-04-01";24;3;"         NAME";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"NAME";"";"";"";"";"";""
"FPS_VAR_Relatienummer";FPS_VAR_Relatienummer;No;"S01-04-02";25;3;"         CUSTOMERNUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CUSTOMERNUMBER";"";"";"";"";"";""
"FPS_VAR_KVKnr";FPS_VAR_KVKnr;No;"S01-04-03";26;3;"         CHAMBEROFCOMMERCENUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CHAMBEROFCOMMERCENUMBER";"";"";"";"";"";""
"FPS_VAR_Rechtsvorm_nr";FPS_VAR_Rechtsvorm_nr;No;"S01-04-04";27;3;"         LEGALSTATUSCODE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"LEGALSTATUSCODE";"";"";"";"";"";""
"FPS_VAR_Rechtsvorm_omschr";FPS_VAR_Rechtsvorm_omschr;No;"S01-04-05";28;3;"         LEGALSTATUSDESCRIPTION";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"LEGALSTATUSDESCRIPTION";"";"";"";"";"";""
"FPS_VAR_BIK_CODE";FPS_VAR_BIK_CODE;No;"S01-04-06";29;3;"         SECTOROFINDUSTRYCODE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"SECTOROFINDUSTRYCODE";"";"";"";"";"";""
"FPS_VAR_BIK_Omschr";FPS_VAR_BIK_Omschr;No;"S01-04-07";30;3;"         SECTOROFINDUSTRYDESCRIPTION";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"SECTOROFINDUSTRYDESCRIPTION";"";"";"";"";"";""
"FPS_VAR_GridId";FPS_VAR_GridId;No;"S01-04-08";31;3;"         GRIDID";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"GRIDID";"";"";"";"";"";""
"FPS_VAR_Accountmanager";FPS_VAR_Accountmanager;No;"S01-04-09";32;3;"         ACCOUNTMANAGER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"ACCOUNTMANAGER";"";"";"";"";"";""
"FPS_VAR_Kantoor";FPS_VAR_Kantoor;No;"S01-04-10";33;3;"         OFFICENUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"OFFICENUMBER";"";"";"";"";"";""
"FPS_VAR_Straat";FPS_VAR_Straat;No;"S01-04-11";34;3;"         STREET";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"STREET";"";"";"";"";"";""
"FPS_VAR_Huisnummer";FPS_VAR_Huisnummer;No;"S01-04-12";35;3;"         HOUSENUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"HOUSENUMBER";"";"";"";"";"";""
"FPS_VAR_Postcode";FPS_VAR_Postcode;No;"S01-04-13";36;3;"         ZIPCODE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"ZIPCODE";"";"";"";"";"";""
"FPS_VAR_Woonplaats";FPS_VAR_Woonplaats;No;"S01-04-14";37;3;"         CITY";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CITY";"";"";"";"";"";""
"FPS_VAR_Provincie";FPS_VAR_Provincie;No;"S01-04-15";38;3;"         STATEORPROVINCE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"STATEORPROVINCE";"";"";"";"";"";""
"FPS_VAR_Land";FPS_VAR_Land;No;"S01-04-16";39;3;"         COUNTRY";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"COUNTRY";"";"";"";"";"";""
"FPS_VAR_BvDID";FPS_VAR_BvDID;No;"S01-04-17";40;3;"         Bureau van Dijk ID";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Bureau van Dijk ID";"";"";"";"";"";""
"FPS_VAR_customertype";FPS_VAR_customertype;No;"S01-04-18";41;3;"         Customertype";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Customertype";"";"";"";"";"";""
"FPS_VAR_MEDIATOR_ID";FPS_VAR_MEDIATOR_ID;No;"S01-04-19";42;3;"         MEDIATOR_ID";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"MEDIATOR_ID";"";"";"";"";"";""
"FPS_VAR_LOCATION_ID";FPS_VAR_LOCATION_ID;No;"S01-04-20";43;3;"         LOCATION_ID";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"LOCATION_ID";"";"";"";"";"";""
"FPS_VAR_ACTIVE";FPS_VAR_ACTIVE;No;"S01-04-21";44;3;"         ACTIVE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"ACTIVE";"";"";"";"";"";""
"FPS_VAR_CORRESPONDENCECITY";FPS_VAR_CORRESPONDENCECITY;No;"S01-04-22";45;3;"         CORRESPONDENCECITY";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CORRESPONDENCECITY";"";"";"";"";"";""
"FPS_VAR_CORRESPONDENCEZIPCODE";FPS_VAR_CORRESPONDENCEZIPCODE;No;"S01-04-23";46;3;"         CORRESPONDENCEZIPCODE";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CORRESPONDENCEZIPCODE";"";"";"";"";"";""
"FPS_VAR_CORRESPONDENCEHOUSENUMBER";FPS_VAR_CORRESPONDENCEHOUSENUMBER;No;"S01-04-24";47;3;"         CORRESPONDENCEHOUSENUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CORRESPONDENCEHOUSENUMBER";"";"";"";"";"";""
"FPS_VAR_CORRESPONDENCESTREET";FPS_VAR_CORRESPONDENCESTREET;No;"S01-04-25";48;3;"         CORRESPONDENCESTREET";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"CORRESPONDENCESTREET";"";"";"";"";"";""
"FPS_VAR_EMAILADDRESS";FPS_VAR_EMAILADDRESS;No;"S01-04-26";49;3;"         EMAILADDRESS";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"EMAILADDRESS";"";"";"";"";"";""
"FPS_VAR_PHONENUMBER";FPS_VAR_PHONENUMBER;No;"S01-04-27";50;3;"         PHONENUMBER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"PHONENUMBER";"";"";"";"";"";""
"FPS_VAR_BANKCITY";FPS_VAR_BANKCITY;No;"S01-04-28";51;3;"         BANKCITY";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"BANKCITY";"";"";"";"";"";""
"FPS_VAR_BANKNAME";FPS_VAR_BANKNAME;No;"S01-04-29";52;3;"         BANKNAME";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"BANKNAME";"";"";"";"";"";""
"FPS_VAR_BANKACCOUNT";FPS_VAR_BANKACCOUNT;No;"S01-04-30";53;3;"         BANKACCOUNT";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"BANKACCOUNT";"";"";"";"";"";""
"FPS_FINAN_USER_ROLES";FPS_FINAN_USER_ROLES;No;"S01-04-31";54;3;"         FPS_FINAN_USER_ROLES";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"FPS_FINAN_USER_ROLES";"";"";"";"";"";""
"FPS_FINAN_USER";FPS_FINAN_USER;No;"S01-04-32";55;3;"         FPS_FINAN_USER";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"FPS_FINAN_USER";"";"";"";"";"";""
"OtherHiddenVars";OtherHiddenVars;No;"S01-05";56;2;"      Overige verborgen variabelen";;No;Number;Monetary;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Overige verborgen variabelen";"";"";"";"";"";""
"AdminMode";AdminMode;No;"S01-06";57;2;"      Administrator modus";;No;Number;Number;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;Yes;Yes;Yes;Yes;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Administrator modus";"(&SectorTitle2[1]=""Administrator"")";"(&SectorTitle2[1]=""Administrator"")";"(&SectorTitle2[1]=""Administrator"")";"(&SectorTitle2[1]=""Administrator"")";"";""
"Source";Source;No;"S01-07";58;2;"      Import bron";;No;String;String;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;Yes;Yes;Yes;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Import bron";"";"";"";"";"";""
"ReportAsLimitedLiabilityCompany";ReportAsLimitedLiabilityCompany;No;"S01-07-01";59;3;"         Rapporteer als rechtspersoon";;No;Number;Number;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Rapporteer als rechtspersoon";"If(Rechtsvorm[1]<=9,1,0)";"If(Rechtsvorm[1]<=9,1,0)";"If(Rechtsvorm[1]<=9,1,0)";"If(Rechtsvorm[1]<=9,1,0)";"";""
"LimitedLiabilityCompany";LimitedLiabilityCompany;No;"S01-07-02";60;3;"         Rechtspersoon";;No;Number;Number;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Rechtspersoon";"If(NetWorth=NA,ReportAsLimitedLiabilityCompany,(CapitalPartners=0) Or (CapitalPartners=NA))";"ReportAsLimitedLiabilityCompany";"";"";"";""
"ModelVersion";ModelVersion;No;"S01-07-03";61;3;"         Modelversie";;No;String;String;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;Yes;Yes;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Modelversie";"v3.1.1.40";"v3.1.1.40";"v3.1.1.40";"v3.1.1.40";"";""
"MatrixVersion";MatrixVersion;No;"S01-07-04";62;3;"         Matrixversie";;No;String;String;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;No;No; ; ;No;;"Matrixversie";"";"";"";"";"";""
"CapitalShortfallInYear";CapitalShortfallInYear;No;"S01-07-05";63;3;"         Vermogensbehoefte";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Calc;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Vermogensbehoefte";"";"If(TimeAggregated,CapitalShortfall[MaxValueT(CapitalShortfall,FirstTinYear,LastTinYear),T],CapitalShortfall)";"";"";"";""
"OtherHiddenVars2";OtherHiddenVars2;No;"S01-08";64;2;"      Variabelen voor grafieken";;No;Number;Abstract;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Variabelen voor grafieken";"";"";"";"";"";""
"OtherExpenses";OtherExpenses;No;"S01-08-01";65;3;"         Overige kosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Overige kosten";"OperatingExpenses - PersonnelExpenses - OfficeExpenses";"OperatingExpenses - PersonnelExpenses - OfficeExpenses";"";"";"";""
"OperatingExpensesExPersonnel";OperatingExpensesExPersonnel;No;"S01-08-02";66;3;"         Bedrijfskosten (excl. Personeelskosten)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Bedrijfskosten (excl. Personeelskosten)";"OperatingExpenses - PersonnelExpenses";"OperatingExpenses - PersonnelExpenses";"";"";"";""
"TotalLiabilities";TotalLiabilities;No;"S01-08-03";67;3;"         Totaal vreemd vermogen";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Totaal vreemd vermogen";"CurrentLiabilities + NonCurrentLiabilities";"CurrentLiabilities + NonCurrentLiabilities";"";"";"";""
"CashBalance";CashBalance;No;"S01-08-04";68;3;"         Liquiditeitspositie";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Liquiditeitspositie";"ExcessCash - OverdraftCurrentAccount - CapitalShortfall";"ExcessCash - OverdraftCurrentAccount - CapitalShortfall";"";"";"";""
"NegativeNetLimitOnCurrentAccount";NegativeNetLimitOnCurrentAccount;No;"S01-08-05";69;3;"         Effect. limiet rek.cour. (bank)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Effect. limiet rek.cour. (bank)";"-NetLimitOnCurrentAccount";"-NetLimitOnCurrentAccount";"";"";"";""
"BalanceResultSubsidiariesAndMinorityInterest";BalanceResultSubsidiariesAndMinorityInterest;No;"S01-08-06";70;3;"         Saldo resultaat deelnemingen en aandeel derden";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Saldo resultaat deelnemingen en aandeel derden";"ShareResultFromSubsidiaries - ShareResultMinorityInterest";"ShareResultFromSubsidiaries - ShareResultMinorityInterest";"";"";"";""
"OperatingExpensesTotal";OperatingExpensesTotal;No;"S01-08-07";71;3;"         Bedrijfskosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";Yes;Yes;Yes; ; ;No;;"Bedrijfskosten";"OperatingExpenses";"OperatingExpenses";"";"";"";""
"ROOTSub2";CompanyName;Yes;"S02";72;1;"   Naam onderneming";;No;String;String;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Naam onderneming";"&FPS_VAR_Naam[1]";"&FPS_VAR_Naam[1]";"&FPS_VAR_Naam[1]";"&FPS_VAR_Naam[1]";"";""
"ROOTSub3";CompanyPlaceOfResidence;Yes;"S03";73;1;"   Plaats";;No;String;String;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Single;Default;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Plaats";"&FPS_VAR_Woonplaats[1]";"&FPS_VAR_Woonplaats[1]";"&FPS_VAR_Woonplaats[1]";"&FPS_VAR_Woonplaats[1]";"";""
