"Generated by FINAN v3.2.42.7 on 28-10-2013 16:01"
"Model V05 v3.1.1.40"

"VarName";"OrgVarName";"IsCopyVar";"ScreenNr";"Sort";"Level";"Description";"D/C";"InCalcTree";"FinanDataType";"DataType";"Prot Title";"Prot NoTrend";"Prot Trend";"Prot User";"Prot Sector";"InputSaved Title";"InputSaved NoTrend";"InputSaved Trend";"InputSaved User";"InputSaved Sector";"SaveCalculated";"GDET";"Freq";"DisplayAs";"CalcYearAs";"IsTuple";"IsInTuple";"Visible";"Visible Formula";"Locked Formula";"InputRequired Formula";"Validation Formula";"InHiddenTree";"Scalable";"Currency";"DataFeatureChar";"LicFeatureChar";"ShowWhenValue";"Unspec";"Formula0 (Title)";"Formula1 (NoTrend)";"Formula2 (Trend)";"Formula3 (User)";"Formula4 (Sector)";"Template";"Hint"
"AdvisoryMonitoringAndControlExpensesVAT";AdvisoryMonitoringAndControlExpensesVAT;No;"S08-04-03-09-03-03-43";2388;7;"                     BTW controle en advies";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&AdvisoryMonitoringAndControlExpenses[0])";"OnZero(Case(AdvisoryMonitoringAndControlExpensesVATRate        ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * AdvisoryMonitoringAndControlExpenses,NA)";"OnZero(Case(AdvisoryMonitoringAndControlExpensesVATRate        ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * AdvisoryMonitoringAndControlExpenses,NA)";"OnZero(Case(AdvisoryMonitoringAndControlExpensesVATRate        ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * AdvisoryMonitoringAndControlExpenses,NA)";"";"";""
"MonitoringAndControlExpensesToGroupCompaniesVAT";MonitoringAndControlExpensesToGroupCompaniesVAT;No;"S08-04-03-09-03-03-44";2389;7;"                     BTW doorbelast aan/door groepsmaatschappijen";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&MonitoringAndControlExpensesToGroupCompanies[0])";"OnZero(Case(MonitoringAndControlExpensesToGroupCompaniesVATRate,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesToGroupCompanies,NA)";"OnZero(Case(MonitoringAndControlExpensesToGroupCompaniesVATRate,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesToGroupCompanies,NA)";"OnZero(Case(MonitoringAndControlExpensesToGroupCompaniesVATRate,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesToGroupCompanies,NA)";"";"";""
"MonitoringAndControlExpensesUnspecifiedVAT";MonitoringAndControlExpensesUnspecifiedVAT;No;"S08-04-03-09-03-03-45";2390;7;"                     BTW ongespecificeerd";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&MonitoringAndControlExpensesUnspecified[0])";"OnZero(Case(MonitoringAndControlExpensesUnspecifiedVATRate     ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesUnspecified,NA)";"OnZero(Case(MonitoringAndControlExpensesUnspecifiedVATRate     ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesUnspecified,NA)";"OnZero(Case(MonitoringAndControlExpensesUnspecifiedVATRate     ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * MonitoringAndControlExpensesUnspecified,NA)";"";"";""
"OtherMonitoringAndControlExpensesVAT";OtherMonitoringAndControlExpensesVAT;No;"S08-04-03-09-03-03-46";2391;7;"                     BTW overige algemene beheerskosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&OtherMonitoringAndControlExpenses[0])";"OnZero(Case(OtherMonitoringAndControlExpensesVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherMonitoringAndControlExpenses,NA)";"OnZero(Case(OtherMonitoringAndControlExpensesVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherMonitoringAndControlExpenses,NA)";"OnZero(Case(OtherMonitoringAndControlExpensesVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherMonitoringAndControlExpenses,NA)";"";"";""
"ContributionsOtherOperatingExpensesVAT";ContributionsOtherOperatingExpensesVAT;No;"S08-04-03-09-03-03-47";2392;7;"                     BTW contributies en abonnementen";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&ContributionsOtherOperatingExpenses[0])";"OnZero(Case(ContributionsOtherOperatingExpensesVATRate         ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ContributionsOtherOperatingExpenses,NA)";"OnZero(Case(ContributionsOtherOperatingExpensesVATRate         ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ContributionsOtherOperatingExpenses,NA)";"OnZero(Case(ContributionsOtherOperatingExpensesVATRate         ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ContributionsOtherOperatingExpenses,NA)";"";"";""
"InsuranceOtherOperatingExpensesVAT";InsuranceOtherOperatingExpensesVAT;No;"S08-04-03-09-03-03-48";2393;7;"                     BTW assurantie ongespecificeerd";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&InsuranceOtherOperatingExpenses[0])";"OnZero(Case(InsuranceOtherOperatingExpensesVATRate             ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceOtherOperatingExpenses,NA)";"OnZero(Case(InsuranceOtherOperatingExpensesVATRate             ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceOtherOperatingExpenses,NA)";"OnZero(Case(InsuranceOtherOperatingExpensesVATRate             ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceOtherOperatingExpenses,NA)";"";"";""
"OtherOperatingExpensesUnspecifiedVAT";OtherOperatingExpensesUnspecifiedVAT;No;"S08-04-03-09-03-03-49";2394;7;"                     BTW ongespecificeerd";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&OtherOperatingExpensesUnspecified[0])";"OnZero(Case(OtherOperatingExpensesUnspecifiedVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOperatingExpensesUnspecified,NA)";"OnZero(Case(OtherOperatingExpensesUnspecifiedVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOperatingExpensesUnspecified,NA)";"OnZero(Case(OtherOperatingExpensesUnspecifiedVATRate           ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOperatingExpensesUnspecified,NA)";"";"";""
"OtherOtherOperatingExpensesVAT";OtherOtherOperatingExpensesVAT;No;"S08-04-03-09-03-03-50";2395;7;"                     BTW overige bedrijfskosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&OtherOtherOperatingExpenses[0])";"OnZero(Case(OtherOtherOperatingExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOtherOperatingExpenses,NA)";"OnZero(Case(OtherOtherOperatingExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOtherOperatingExpenses,NA)";"OnZero(Case(OtherOtherOperatingExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherOtherOperatingExpenses,NA)";"";"";""
"OperatingExpensesVATSub51";OperatingExpensesVAT;Yes;"S08-04-03-09-03-03-51";2396;7;"                     ";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"";"AuxiliarySuppliesProductionExpensesVAT+MaintenanceProductionExpensesVAT+EnergyProductionExpensesVAT+RentalAndLeaseProductionExpensesVAT+InsuranceProductionExpensesVAT+ProductionExpensesToGroupCompaniesVAT+ProductionExpensesUnspecifiedVAT+OtherProductionExpensesVAT+FurnitureAndFixtureExpenseVAT+MaintenanceFurnitureAndFixtureExpensesVAT+HireAndLeaseFurnitureAndFixtureExpensesVAT+InsuranceFurnitureAndFixtureExpensesVAT+FurnitureAndFixtureExpensesToGroupCompaniesVAT+FurnitureAndFixtureExpensesUnspecifiedVAT+OtherFurnitureAndFixtureExpensesVAT+RentOfficeExpensesVAT+EnergyOfficeExpensesVAT+OperatingOfficeExpensesVAT+InsuranceOfficeExpensesVAT+MaintenanceOfficeExpensesVAT+OfficeExpensesToGroupCompaniesVAT+OfficeExpensesUnspecifiedVAT+OtherOfficeExpensesVAT+MaintenanceTransportationExpensesVAT+LeaseTransportationExpensesVAT+CarTransportationExpensesVAT+FuelTransportationExpensesVAT+InsuranceTransportationExpensesVAT+TransportationExpensesToGroupCompaniesVAT+TransportationExpensesUnspecifiedVAT+OtherTransportationExpensesVAT+AdvertisingSellingExpensesVAT+EntertainmentSellingExpensesVAT+PackingSellingExpensesVAT+FranciceSellingExpensesVAT+FairsAndTradesSellingExpensesVAT+SellingExpensesToGroupCompaniesVAT+SellingExpensesUnspecifiedVAT+OtherSellingExpensesVAT+MonitoringAndControlExpenseVAT+InsuranceMonitoringAndControlExpensesVAT+ContributionsMonitoringAndControlExpensesVAT+AdvisoryMonitoringAndControlExpensesVAT+MonitoringAndControlExpensesToGroupCompaniesVAT+MonitoringAndControlExpensesUnspecifiedVAT+OtherMonitoringAndControlExpensesVAT+ContributionsOtherOperatingExpensesVAT+InsuranceOtherOperatingExpensesVAT+OtherOperatingExpensesUnspecifiedVAT+OtherOtherOperatingExpensesVAT";"AuxiliarySuppliesProductionExpensesVAT+MaintenanceProductionExpensesVAT+EnergyProductionExpensesVAT+RentalAndLeaseProductionExpensesVAT+InsuranceProductionExpensesVAT+ProductionExpensesToGroupCompaniesVAT+ProductionExpensesUnspecifiedVAT+OtherProductionExpensesVAT+FurnitureAndFixtureExpenseVAT+MaintenanceFurnitureAndFixtureExpensesVAT+HireAndLeaseFurnitureAndFixtureExpensesVAT+InsuranceFurnitureAndFixtureExpensesVAT+FurnitureAndFixtureExpensesToGroupCompaniesVAT+FurnitureAndFixtureExpensesUnspecifiedVAT+OtherFurnitureAndFixtureExpensesVAT+RentOfficeExpensesVAT+EnergyOfficeExpensesVAT+OperatingOfficeExpensesVAT+InsuranceOfficeExpensesVAT+MaintenanceOfficeExpensesVAT+OfficeExpensesToGroupCompaniesVAT+OfficeExpensesUnspecifiedVAT+OtherOfficeExpensesVAT+MaintenanceTransportationExpensesVAT+LeaseTransportationExpensesVAT+CarTransportationExpensesVAT+FuelTransportationExpensesVAT+InsuranceTransportationExpensesVAT+TransportationExpensesToGroupCompaniesVAT+TransportationExpensesUnspecifiedVAT+OtherTransportationExpensesVAT+AdvertisingSellingExpensesVAT+EntertainmentSellingExpensesVAT+PackingSellingExpensesVAT+FranciceSellingExpensesVAT+FairsAndTradesSellingExpensesVAT+SellingExpensesToGroupCompaniesVAT+SellingExpensesUnspecifiedVAT+OtherSellingExpensesVAT+MonitoringAndControlExpenseVAT+InsuranceMonitoringAndControlExpensesVAT+ContributionsMonitoringAndControlExpensesVAT+AdvisoryMonitoringAndControlExpensesVAT+MonitoringAndControlExpensesToGroupCompaniesVAT+MonitoringAndControlExpensesUnspecifiedVAT+OtherMonitoringAndControlExpensesVAT+ContributionsOtherOperatingExpensesVAT+InsuranceOtherOperatingExpensesVAT+OtherOperatingExpensesUnspecifiedVAT+OtherOtherOperatingExpensesVAT";"AuxiliarySuppliesProductionExpensesVAT+MaintenanceProductionExpensesVAT+EnergyProductionExpensesVAT+RentalAndLeaseProductionExpensesVAT+InsuranceProductionExpensesVAT+ProductionExpensesToGroupCompaniesVAT+ProductionExpensesUnspecifiedVAT+OtherProductionExpensesVAT+FurnitureAndFixtureExpenseVAT+MaintenanceFurnitureAndFixtureExpensesVAT+HireAndLeaseFurnitureAndFixtureExpensesVAT+InsuranceFurnitureAndFixtureExpensesVAT+FurnitureAndFixtureExpensesToGroupCompaniesVAT+FurnitureAndFixtureExpensesUnspecifiedVAT+OtherFurnitureAndFixtureExpensesVAT+RentOfficeExpensesVAT+EnergyOfficeExpensesVAT+OperatingOfficeExpensesVAT+InsuranceOfficeExpensesVAT+MaintenanceOfficeExpensesVAT+OfficeExpensesToGroupCompaniesVAT+OfficeExpensesUnspecifiedVAT+OtherOfficeExpensesVAT+MaintenanceTransportationExpensesVAT+LeaseTransportationExpensesVAT+CarTransportationExpensesVAT+FuelTransportationExpensesVAT+InsuranceTransportationExpensesVAT+TransportationExpensesToGroupCompaniesVAT+TransportationExpensesUnspecifiedVAT+OtherTransportationExpensesVAT+AdvertisingSellingExpensesVAT+EntertainmentSellingExpensesVAT+PackingSellingExpensesVAT+FranciceSellingExpensesVAT+FairsAndTradesSellingExpensesVAT+SellingExpensesToGroupCompaniesVAT+SellingExpensesUnspecifiedVAT+OtherSellingExpensesVAT+MonitoringAndControlExpenseVAT+InsuranceMonitoringAndControlExpensesVAT+ContributionsMonitoringAndControlExpensesVAT+AdvisoryMonitoringAndControlExpensesVAT+MonitoringAndControlExpensesToGroupCompaniesVAT+MonitoringAndControlExpensesUnspecifiedVAT+OtherMonitoringAndControlExpensesVAT+ContributionsOtherOperatingExpensesVAT+InsuranceOtherOperatingExpensesVAT+OtherOperatingExpensesUnspecifiedVAT+OtherOtherOperatingExpensesVAT";"";"";""
"LiquidVATOnCostsSub4";LiquidVATOnCosts;Yes;"S08-04-03-09-03-04";2397;6;"                  Totaal BTW kosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Totaal BTW kosten";"TotalOtherStaffExpensesVAT+ContractedOutVAT+OperatingExpensesVAT";"TotalOtherStaffExpensesVAT+ContractedOutVAT+OperatingExpensesVAT";"TotalOtherStaffExpensesVAT+ContractedOutVAT+OperatingExpensesVAT";"";"";""
"LiquidVATOnOtherExpenses";LiquidVATOnOtherExpenses;No;"S08-04-03-09-04";2398;5;"               Totaal BTW overige kosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Totaal BTW overige kosten";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"";"";""
"TransferOfPaymentExpensesVAT";TransferOfPaymentExpensesVAT;No;"S08-04-03-09-04-01";2399;6;"                  BTW kosten betalingsverkeer";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&TransferOfPaymentExpenses[0])";"OnZero(Case(TransferOfPaymentExpensesVATRate                   ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * TransferOfPaymentExpenses,NA)";"OnZero(Case(TransferOfPaymentExpensesVATRate                   ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * TransferOfPaymentExpenses,NA)";"OnZero(Case(TransferOfPaymentExpensesVATRate                   ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * TransferOfPaymentExpenses,NA)";"";"";""
"OtherExtraordinaryIncomeVAT";OtherExtraordinaryIncomeVAT;No;"S08-04-03-09-04-02";2400;6;"                  BTW buitengewone baten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&OtherExtraordinaryIncome[0])";"OnZero(Case(OtherExtraordinaryIncomeVATRate                    ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryIncome,NA)";"OnZero(Case(OtherExtraordinaryIncomeVATRate                    ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryIncome,NA)";"OnZero(Case(OtherExtraordinaryIncomeVATRate                    ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryIncome,NA)";"";"";""
"ReorganisationExpensesVAT";ReorganisationExpensesVAT;No;"S08-04-03-09-04-03";2401;6;"                  BTW kosten reorganisatie";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&ReorganisationExpenses[0])";"OnZero(Case(ReorganisationExpensesVATRate                      ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ReorganisationExpenses,NA)";"OnZero(Case(ReorganisationExpensesVATRate                      ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ReorganisationExpenses,NA)";"OnZero(Case(ReorganisationExpensesVATRate                      ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ReorganisationExpenses,NA)";"";"";""
"OtherExtraordinaryExpensesVAT";OtherExtraordinaryExpensesVAT;No;"S08-04-03-09-04-04";2402;6;"                  BTW overige buitengewone lasten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&""BTW ""&FirstLC(&OtherExtraordinaryExpenses[0])";"OnZero(Case(OtherExtraordinaryExpensesVATRate                  ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryExpenses,NA)";"OnZero(Case(OtherExtraordinaryExpensesVATRate                  ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryExpenses,NA)";"OnZero(Case(OtherExtraordinaryExpensesVATRate                  ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * OtherExtraordinaryExpenses,NA)";"";"";""
"LiquidVATOnOtherExpensesSub5";LiquidVATOnOtherExpenses;Yes;"S08-04-03-09-04-05";2403;6;"                  Totaal BTW overige kosten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Totaal BTW overige kosten";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"TransferOfPaymentExpensesVAT+OtherExtraordinaryIncomeVAT+ReorganisationExpensesVAT+OtherExtraordinaryExpensesVAT";"";"";""
"LiquidVATOnInvestments";LiquidVATOnInvestments;No;"S08-04-03-09-05";2404;5;"               Omzetbelasting investeringen";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Omzetbelasting investeringen";"OnZero(VATRateOnInvestments*(DevaluationOfAssets+InvestmentsInMaterialAndIntangibleFixedAssets-InvestmentsInIntangibleFixedAssets-RevaluationOtherUnSpecified-Mut(StatutoryReserve)),NA)";"OnZero(VATRateOnInvestments*(DevaluationOfAssets+InvestmentsInMaterialAndIntangibleFixedAssets-InvestmentsInIntangibleFixedAssets-RevaluationOtherUnSpecified-Mut(StatutoryReserve)),NA)";"";"";"";""
"VATBalance";VATBalance;No;"S08-04-03-09-06";2405;5;"               Totaal BTW (af te dragen)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Totaal BTW (af te dragen)";"VATOnSales-LiquidVATOnCostOfSales-LiquidVATOnCosts-LiquidVATOnOtherExpenses-LiquidVATOnInvestments";"VATOnSales-LiquidVATOnCostOfSales-LiquidVATOnCosts-LiquidVATOnOtherExpenses-LiquidVATOnInvestments";"VATOnSales-LiquidVATOnCostOfSales-LiquidVATOnCosts-LiquidVATOnOtherExpenses-LiquidVATOnInvestments";"";"";""
"PaymentOfVATSub7";MutationVATReceivable;Yes;"S08-04-03-09-07";2406;5;"               Mutatie te vorderen BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Mutatie te vorderen BTW";"Mut(VATReceivable)";"Mut(VATReceivable)";"";"";"";""
"MutationVATPayable";MutationVATPayable;No;"S08-04-03-09-08";2407;5;"               Mutatie af te dragen BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Mutatie af te dragen BTW";"Mut(VATPayable)";"Mut(VATPayable)";"";"";"";""
"PaymentOfVATSub9";PaymentOfVAT;Yes;"S08-04-03-09-09";2408;5;"               Afdracht omzetbelasting";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Afdracht omzetbelasting";"VATBalance+MutationVATReceivable-MutationVATPayable";"VATBalance+MutationVATReceivable-MutationVATPayable";"VATBalance+MutationVATReceivable-MutationVATPayable";"";"";""
"PaymentOfVATSub10";VATPayable;Yes;"S08-04-03-09-10";2409;5;"               Af te dragen omzetbelasting";C;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Af te dragen omzetbelasting";"";"Max(If(VATFrequency=0,NA,If(TsY<VATFrequency,TsY/VATFrequency*VATBalance,If(((T-FirstTinFormulaSet) mod Round(TsY/VATFrequency))=0,VATBalance,VATPayable[T-1]-VATReceivable[T-1]+VATBalance))),NA)";"";"";"";""
"PaymentOfVATSub11";VATReceivable;Yes;"S08-04-03-09-11";2410;5;"               Te vorderen omzetbelasting";D;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Te vorderen omzetbelasting";"";"Max(If(VATFrequency=0,NA,If(TsY<VATFrequency,-TsY/VATFrequency*VATBalance,If(((T-FirstTinFormulaSet) mod Round(TsY/VATFrequency))=0,-VATBalance,VATReceivable[T-1]-VATPayable[T-1]-VATBalance))),NA)";"";"";"";"Prognose standaardinstelling: Gebaseerd op frequentie afdracht en het BTW-saldo zoals berekend in het liquiditeitsoverzicht."
"LiquidProfitPaidOutToClaimants";LiquidProfitPaidOutToClaimants;No;"S08-04-03-10";2411;4;"            Betalingen aan participanten";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Betalingen aan participanten";"ProfitPaidOutToClaimants-MutationDividendPayable+MutationReceivablesGroupCompanies+MutationReceivablesAffiliatedCompanies-MutationCurrentAccountGroupCompanies-MutationCurrentAccountAffiliatedCompanies+StandingRightPayable";"ProfitPaidOutToClaimants-MutationDividendPayable+MutationReceivablesGroupCompanies+MutationReceivablesAffiliatedCompanies-MutationCurrentAccountGroupCompanies-MutationCurrentAccountAffiliatedCompanies+StandingRightPayable";"ProfitPaidOutToClaimants-MutationDividendPayable+MutationReceivablesGroupCompanies+MutationReceivablesAffiliatedCompanies-MutationCurrentAccountGroupCompanies-MutationCurrentAccountAffiliatedCompanies+StandingRightPayable";"";"";""
