;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT2016(BankRptWoz)"

"Sort";"ID";"Level";"Label nl";"Label en";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Ddef.Guidance nl";"Ddef.Guidance en";"References"
31;"bank-cd:PrivateAccountNumberBank";4;"         Privé rekeningnummer";"         Private account number bank";"";"PrivateAccountNumberBank";"bank-cd";"PrivateAccountNumberBank";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#PrivateAccountNumberBank";"xbrli:item";1;0;0;"bank-tuples:BankAccountsSpecification";"1";"2";"0";"0";"bank-types:nlIbanItemType";"nlIban";"xbrli:stringItemType";"String";"0";"(NL[0-9]{2}[a-zA-Z]{4}[0-9]{10})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"18-tekens (cijfers en letters) IBAN nummer.";"";"Het nummer van de privé rekening, hier moet het uit 18 tekens (cijfers en letters) bestaande IBAN nummer worden ingevuld.";"";""
32;"bank-abstracts:ImmovablePropertyLawSpecificationTitle";1;"WOZ specificatie";"Immovable property law specification";"";"ImmovablePropertyLawSpecificationTitle";"bank-abstracts";"ImmovablePropertyLawSpecificationTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#ImmovablePropertyLawSpecificationTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
33;"bank-tuples:LandAndBuildingsSpecification";2;"   Bedrijfsgebouwen en -terreinen";"   Land and buildings";"http://www.xbrl.org/2003/role/terseLabel";"LandAndBuildingsSpecification";"bank-tuples";"LandAndBuildingsSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#LandAndBuildingsSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"Het registergoed onroerend goed.";"";"";"";""
34;"bank-cd:RegistryNumberRegisterBoundGood";3;"      Registernummer";"      Registry number register bound good";"";"RegistryNumberRegisterBoundGood";"bank-cd";"RegistryNumberRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#RegistryNumberRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"1";;;;;;;;;;;;"Duration";"None";0;0;"Nummer waaronder het registergoed in het register staat ingeschreven.";"";"Nummer waaronder het registergoed in het register staat ingeschreven.";"";""
35;"bank:PurchaseValueRegisterBoundGood";3;"      Aanschafwaarde";"      Purchase value register bound good";"http://www.xbrl.org/2003/role/terseLabel";"PurchaseValueRegisterBoundGood";"bank";"PurchaseValueRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#PurchaseValueRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"1";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"De ondergrens van de aanschafwaarde van het registergoed bedraagt €10.000,-.";"";"De waarde waarvoor een registergoed is aangeschaft. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";""
36;"bank-cd:PurchaseYearRegisterBoundGood";3;"      Aanschafjaar";"      Purchase year register bound good";"http://www.xbrl.org/2003/role/terseLabel";"PurchaseYearRegisterBoundGood";"bank-cd";"PurchaseYearRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#PurchaseYearRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"2";"0";"0";"xbrli:gYearItemType";"gYear";"xbrli:tokenItemType";"String";"0";"[0-9][0-9][0-9][0-9]";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"Het aanschafjaar van het registergoed.";"";"Het aanschafjaar van het registergoed.";"";""
37;"bank-cd:BuildingIndicator";3;"      Gebouw (eventueel inclusief terrein) J/N";"      Building indicator Y/N";"";"BuildingIndicator";"bank-cd";"BuildingIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#BuildingIndicator";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"3";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"1";;;;;;;;;;;;"Duration";"None";0;0;"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";""
38;"bank:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";3;"      WOZ-waarde";"      Value purposes valuation of immovable property act register bound good";"http://www.xbrl.org/2003/role/terseLabel";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"bank";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"4";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"Waarde van het registergoed zoals het bij het register is geregistreerd.";"";"De waarde van een onroerende zaak op de laatste peildatum zoals deze in het kader van de Wet Waardering Onroerende Zaken (WOZ) wordt bepaald (Artikel 18, lid 2 van de Wet WOZ).";"";""
39;"bank-cd:DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";3;"      Datum vaststelling WOZ-waarde";"      Date of adoption for value of immovable property act register bound good";"http://www.xbrl.org/2003/role/terseLabel";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"bank-cd";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"5";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";""
40;"bank:BalanceSheetValueRegisterBoundGood";3;"      Boekwaarde";"      Balance sheet value register bound good";"http://www.xbrl.org/2003/role/terseLabel";"BalanceSheetValueRegisterBoundGood";"bank";"BalanceSheetValueRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#BalanceSheetValueRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"6";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"1";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"Boekwaarde van het registergoed.";"";"De boekwaarde van een goed dat volgens de wet moet worden ingeschreven in de daarvoor bestemde openbare registers: grond, huizen, schepen, vliegtuigen. Door de inschrijving kan iedereen zien aan wie het toebehoort en of er een ander zakelijk recht(bijvoorbeeld een hypotheek) op rust (zie BW 3:10).";"";""
41;"bank-cd:AmortisationMethodRegisterBoundGood";3;"      Afschrijvingsmethode";"      Amortisation method register bound good";"http://www.xbrl.org/2003/role/terseLabel";"AmortisationMethodRegisterBoundGood";"bank-cd";"AmortisationMethodRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#AmortisationMethodRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"7";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";""
42;"bd-burg-tuple:OwnHousePrincipalResidenceIncomeSpecification";2;"   Specificatie eigen woning";"   Own house principal residence income";"";"OwnHousePrincipalResidenceIncomeSpecification";"bd-burg-tuple";"OwnHousePrincipalResidenceIncomeSpecification";"http://www.nltaxonomie.nl/10.0/domein/bd/tuples/bd-burg-tuples#OwnHousePrincipalResidenceIncomeSpecification";"sbr:specificationTuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 33, Chapter: mda definities"
43;"bd-burg:OwnHousePrincipalResidenceAddress";3;"      Adres eigen woning hoofdverblijf";"      Adres eigen woning hoofdverblijf";"";"OwnHousePrincipalResidenceAddress";"bd-burg";"OwnHousePrincipalResidenceAddress";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#OwnHousePrincipalResidenceAddress";"xbrli:item";1;0;0;"bd-burg-tuple:OwnHousePrincipalResidenceIncomeSpecification";"1";"0";"0";"0";"bd-types:anstring60VItemType";"anstring60V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"60";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 3.110, Name: Wet IB2001|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117461, Chapter: gsp definities"
44;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";3;"      WOZ-objectnummer woning hoofdverblijf";"      WOZ-objectnummer woning hoofdverblijf";"";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"xbrli:item";1;0;0;"bd-burg-tuple:OwnHousePrincipalResidenceIncomeSpecification";"1";"4";"0";"0";"bd-types:nonNegativeInteger12VItemType";"nonNegativeInteger12V";"xbrli:nonNegativeIntegerItemType";"Number";"0";"";"";"";"12";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 520212, Chapter: gsp definities"
45;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawValue";3;"      WOZ-waarde eigen woning hoofdverblijf";"      WOZ-waarde eigen woning hoofdverblijf";"";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawValue";"xbrli:item";1;0;0;"bd-burg-tuple:OwnHousePrincipalResidenceIncomeSpecification";"1";"5";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 3.112, Name: Wet IB2001, Paragraph: 3|Article: 3.112, Name: Wet IB2001, Paragraph: 2|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117466, Chapter: gsp definities"
46;"bd-burg-tuple:SecondHouseSpecification";2;"   Tweede woning(en)";"   Second house";"urn:bank:preflabel:label";"SecondHouseSpecification";"bd-burg-tuple";"SecondHouseSpecification";"http://www.nltaxonomie.nl/10.0/domein/bd/tuples/bd-burg-tuples#SecondHouseSpecification";"sbr:specificationTuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 37, Chapter: mda definities"
47;"bd-burg:SecondHouseAddress";3;"      Adres tweede woning";"      Adres tweede woning";"";"SecondHouseAddress";"bd-burg";"SecondHouseAddress";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#SecondHouseAddress";"xbrli:item";1;0;0;"bd-burg-tuple:SecondHouseSpecification";"1";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117604, Chapter: gsp definities"
48;"bd-burg:SecondHouseImmovablePropertyLawObjectNumber";3;"      WOZ objectnummer tweede woning";"      WOZ objectnummer tweede woning";"";"SecondHouseImmovablePropertyLawObjectNumber";"bd-burg";"SecondHouseImmovablePropertyLawObjectNumber";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#SecondHouseImmovablePropertyLawObjectNumber";"xbrli:item";1;0;0;"bd-burg-tuple:SecondHouseSpecification";"1";"1";"0";"0";"bd-types:nonNegativeInteger12VItemType";"nonNegativeInteger12V";"xbrli:nonNegativeIntegerItemType";"Number";"0";"";"";"";"12";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Name: belastingdienst taxonomie definities.pdf, Paragraph: 520215, Chapter: gsp definities|Article: 3.112, Name: Wet IB2001"
49;"bd-burg:SecondHouseValue";3;"      Waarde tweede woning";"      Waarde tweede woning";"";"SecondHouseValue";"bd-burg";"SecondHouseValue";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#SecondHouseValue";"xbrli:item";1;0;0;"bd-burg-tuple:SecondHouseSpecification";"1";"2";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117605, Chapter: gsp definities"
50;"bd-burg-tuple:ImmovablePropertyOtherSpecification";2;"   Overige onroerende zaken";"   Immovable property other";"urn:bank:preflabel:label";"ImmovablePropertyOtherSpecification";"bd-burg-tuple";"ImmovablePropertyOtherSpecification";"http://www.nltaxonomie.nl/10.0/domein/bd/tuples/bd-burg-tuples#ImmovablePropertyOtherSpecification";"sbr:specificationTuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 30, Chapter: mda definities"
51;"bd-burg:ImmovablePropertyOtherAddress";3;"      Adres overige onroerende zaak";"      Adres overige onroerende zaak";"";"ImmovablePropertyOtherAddress";"bd-burg";"ImmovablePropertyOtherAddress";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#ImmovablePropertyOtherAddress";"xbrli:item";1;0;0;"bd-burg-tuple:ImmovablePropertyOtherSpecification";"1";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117607, Chapter: gsp definities|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a"
52;"bd-burg:ImmovablePropertyOtherImmovablePropertyLawObjectNumber";3;"      WOZ-objectnummer overige onroerende zaak";"      WOZ-objectnummer overige onroerende zaak";"";"ImmovablePropertyOtherImmovablePropertyLawObjectNumber";"bd-burg";"ImmovablePropertyOtherImmovablePropertyLawObjectNumber";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#ImmovablePropertyOtherImmovablePropertyLawObjectNumber";"xbrli:item";1;0;0;"bd-burg-tuple:ImmovablePropertyOtherSpecification";"1";"17";"0";"0";"bd-types:nonNegativeInteger12VItemType";"nonNegativeInteger12V";"xbrli:nonNegativeIntegerItemType";"Number";"0";"";"";"";"12";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 520216, Chapter: gsp definities"
53;"bd-burg:ImmovablePropertyOtherValue";3;"      Waarde overige onroerende zaak";"      Waarde overige onroerende zaak";"";"ImmovablePropertyOtherValue";"bd-burg";"ImmovablePropertyOtherValue";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-burgers#ImmovablePropertyOtherValue";"xbrli:item";1;0;0;"bd-burg-tuple:ImmovablePropertyOtherSpecification";"1";"30";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 5.19, Name: Wet IB2001|Name: belastingdienst taxonomie definities.pdf, Paragraph: 117608, Chapter: gsp definities|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a"
