;"Generated by FINAN XBRL Taxonomy Viewer v4.3.24"
;"Taxonomy: BT11(FrcRptKredietPrognosePeriodiekKleinNatuurlijkPersoonFunctioneel2016)"

"Sort";"ID";"Level";"Label en";"Label nl";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Documentation de";"Documentation fr";"Ddef.Guidance en";"Ddef.Guidance nl";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
221;"frc-lr:NotesConsolidatedDeviationsRegulationsBasedTrueAndFairView";4;"         Notes to the consolidated financial statements - Deviations from regulations based on true and fair view requirements";"         Toelichting op de geconsolideerde jaarrekening - Afwijking van de voorschriften op basis van het inzichtvereiste";"         Toelichting op de geconsolideerde jaarrekening - Afwijking van de voorschriften op basis van het inzichtvereiste";"         Toelichting op de geconsolideerde jaarrekening - Afwijking van de voorschriften op basis van het inzichtvereiste";"";"NotesConsolidatedDeviationsRegulationsBasedTrueAndFairView";"frc-lr";"NotesConsolidatedDeviationsRegulationsBasedTrueAndFairView";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedDeviationsRegulationsBasedTrueAndFairView";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
222;"frc-lr:NotesConsolidatedAverageNumberOfEmployeesBreakdown";4;"         Notes to the consolidated financial statements - Average number of employees: Breakdown [table]";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers: Uitsplitsing [tabel]";"";"NotesConsolidatedAverageNumberOfEmployeesBreakdown";"frc-lr";"NotesConsolidatedAverageNumberOfEmployeesBreakdown";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAverageNumberOfEmployeesBreakdown";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
223;"frc-lr:NotesConsolidatedAverageNumberOfEmployees";4;"         Notes to the consolidated financial statements - Average number of employees";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers";"         Toelichting op de geconsolideerde jaarrekening - Gemiddeld aantal medewerkers";"";"NotesConsolidatedAverageNumberOfEmployees";"frc-lr";"NotesConsolidatedAverageNumberOfEmployees";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAverageNumberOfEmployees";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
224;"frc-lr:NotesConsolidatedSegmentReporting";4;"         Notes to the consolidated financial statements - Segment information";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie";"";"NotesConsolidatedSegmentReporting";"frc-lr";"NotesConsolidatedSegmentReporting";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedSegmentReporting";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
225;"frc-lr:NotesConsolidatedSegmentReportingSpecification";4;"         Notes to the consolidated financial statements - Segment information, specification";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie, specificatie";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie, specificatie";"         Toelichting op de geconsolideerde jaarrekening - Gesegmenteerde informatie, specificatie";"";"NotesConsolidatedSegmentReportingSpecification";"frc-lr";"NotesConsolidatedSegmentReportingSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedSegmentReportingSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
226;"frc-lr:NotesConsolidatedCashBudgetSpecification";4;"         Notes to the consolidated financial statements - Cash budget, specification";"         Toelichting op de geconsolideerde jaarrekening - Liquiditeitsbegroting, specificatie";"         Toelichting op de geconsolideerde jaarrekening - Liquiditeitsbegroting, specificatie";"         Toelichting op de geconsolideerde jaarrekening - Liquiditeitsbegroting, specificatie";"";"NotesConsolidatedCashBudgetSpecification";"frc-lr";"NotesConsolidatedCashBudgetSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedCashBudgetSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
227;"frc-lr:NotesConsolidatedCashBudgetBalance";4;"         Notes to the consolidated financial statements - Cash budget balance";"         Toelichting op de geconsolideerde jaarrekening - Saldi liquiditeitsbegroting";"         Toelichting op de geconsolideerde jaarrekening - Saldi liquiditeitsbegroting";"         Toelichting op de geconsolideerde jaarrekening - Saldi liquiditeitsbegroting";"";"NotesConsolidatedCashBudgetBalance";"frc-lr";"NotesConsolidatedCashBudgetBalance";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedCashBudgetBalance";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
228;"frc-lr:NotesConsolidatedLoansAdvancesGuaranteesBreakdown";4;"         Notes to the consolidated financial statements - Loans, advances and guarantees: Breakdown [table]";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties: Uitsplitsing [tabel]";"";"NotesConsolidatedLoansAdvancesGuaranteesBreakdown";"frc-lr";"NotesConsolidatedLoansAdvancesGuaranteesBreakdown";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedLoansAdvancesGuaranteesBreakdown";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
229;"frc-lr:NotesConsolidatedLoansAdvancesGuarantees";4;"         Notes to the consolidated financial statements - Loans, advances and guarantees";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties";"         Toelichting op de geconsolideerde jaarrekening - Leningen, voorschotten en garanties";"";"NotesConsolidatedLoansAdvancesGuarantees";"frc-lr";"NotesConsolidatedLoansAdvancesGuarantees";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedLoansAdvancesGuarantees";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
230;"frc-lr:NotesConsolidatedRemunerationManagingSupervisoryDirectorsBreakdown";4;"         Notes to the consolidated financial statements - Remuneration of managing and supervisory directors: Breakdown [table]";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen: Uitsplitsing [tabel]";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen: Uitsplitsing [tabel]";"";"NotesConsolidatedRemunerationManagingSupervisoryDirectorsBreakdown";"frc-lr";"NotesConsolidatedRemunerationManagingSupervisoryDirectorsBreakdown";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedRemunerationManagingSupervisoryDirectorsBreakdown";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
231;"frc-lr:NotesConsolidatedRemunerationManagingSupervisoryDirectors";4;"         Notes to the consolidated financial statements - Remuneration of managing and supervisory directors";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen";"         Toelichting op de geconsolideerde jaarrekening - Bezoldiging van bestuurders en commissarissen";"";"NotesConsolidatedRemunerationManagingSupervisoryDirectors";"frc-lr";"NotesConsolidatedRemunerationManagingSupervisoryDirectors";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedRemunerationManagingSupervisoryDirectors";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
232;"frc-abstr:ConsolidatedAgroBanksTitle";3;"      Consolidated agro [title]";"      Geconsolideerde agro [titel]";"      Geconsolideerde agro [titel]";"      Geconsolideerde agro [titel]";"";"ConsolidatedAgroBanksTitle";"frc-abstr";"ConsolidatedAgroBanksTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#ConsolidatedAgroBanksTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
233;"frc-lr:ConsolidatedAgroPotTreeCultivation";4;"         Agro, pot tree cultivation, consolidated";"         Agro, potplanten- en boomteelt, geconsolideerd";"         Agro, potplanten- en boomteelt, geconsolideerd";"         Agro, potplanten- en boomteelt, geconsolideerd";"";"ConsolidatedAgroPotTreeCultivation";"frc-lr";"ConsolidatedAgroPotTreeCultivation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroPotTreeCultivation";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
234;"frc-lr:ConsolidatedAgroMushroomCultivation";4;"         Agro, mushroom cultivation, consolidated";"         Agro, champignon- en andere paddenstoelenteelt, geconsolideerd";"         Agro, champignon- en andere paddenstoelenteelt, geconsolideerd";"         Agro, champignon- en andere paddenstoelenteelt, geconsolideerd";"";"ConsolidatedAgroMushroomCultivation";"frc-lr";"ConsolidatedAgroMushroomCultivation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroMushroomCultivation";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
235;"frc-lr:ConsolidatedAgroBulbCultivation";4;"         Agro, bulb cultivation, consolidated";"         Agro, bloembollenteelt, geconsolideerd";"         Agro, bloembollenteelt, geconsolideerd";"         Agro, bloembollenteelt, geconsolideerd";"";"ConsolidatedAgroBulbCultivation";"frc-lr";"ConsolidatedAgroBulbCultivation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroBulbCultivation";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
236;"frc-lr:ConsolidatedAgroFarming";4;"         Agro, farming, consolidated";"         Agro, akkerbouw, geconsolideerd";"         Agro, akkerbouw, geconsolideerd";"         Agro, akkerbouw, geconsolideerd";"";"ConsolidatedAgroFarming";"frc-lr";"ConsolidatedAgroFarming";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroFarming";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
237;"frc-lr:ConsolidatedAgroFruitCultivation";4;"         Agro, fruit cultivation, consolidated";"         Agro, fruitteelt, geconsolideerd";"         Agro, fruitteelt, geconsolideerd";"         Agro, fruitteelt, geconsolideerd";"";"ConsolidatedAgroFruitCultivation";"frc-lr";"ConsolidatedAgroFruitCultivation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroFruitCultivation";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
238;"frc-lr:ConsolidatedAgroPigFarm";4;"         Agro, pig farm, consolidated";"         Agro, varkenshouderij, geconsolideerd";"         Agro, varkenshouderij, geconsolideerd";"         Agro, varkenshouderij, geconsolideerd";"";"ConsolidatedAgroPigFarm";"frc-lr";"ConsolidatedAgroPigFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroPigFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
239;"frc-lr:NotesConsolidatedAgroPigFarm";4;"         Notes to the consolidated financial statements - Pig farm";"         Toelichting op de geconsolideerde jaarrekening - Varkenshouderij";"         Toelichting op de geconsolideerde jaarrekening - Varkenshouderij";"         Toelichting op de geconsolideerde jaarrekening - Varkenshouderij";"";"NotesConsolidatedAgroPigFarm";"frc-lr";"NotesConsolidatedAgroPigFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroPigFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
240;"frc-lr:ConsolidatedAgroCattleFarm";4;"         Agro, cattle farm, consolidated";"         Agro, melkveehouderij, geconsolideerd";"         Agro, melkveehouderij, geconsolideerd";"         Agro, melkveehouderij, geconsolideerd";"";"ConsolidatedAgroCattleFarm";"frc-lr";"ConsolidatedAgroCattleFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroCattleFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
241;"frc-lr:NotesConsolidatedAgroCattleFarm";4;"         Notes to the consolidated financial statements - Cattle farm";"         Toelichting op de geconsolideerde jaarrekening - Melkveehouderij";"         Toelichting op de geconsolideerde jaarrekening - Melkveehouderij";"         Toelichting op de geconsolideerde jaarrekening - Melkveehouderij";"";"NotesConsolidatedAgroCattleFarm";"frc-lr";"NotesConsolidatedAgroCattleFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroCattleFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
242;"frc-lr:ConsolidatedAgroCalvesFarm";4;"         Agro, calves farm, consolidated";"         Agro, kalverhouderij, geconsolideerd";"         Agro, kalverhouderij, geconsolideerd";"         Agro, kalverhouderij, geconsolideerd";"";"ConsolidatedAgroCalvesFarm";"frc-lr";"ConsolidatedAgroCalvesFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroCalvesFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
243;"frc-lr:NotesConsolidatedAgroCalvesFarm";4;"         Notes to the consolidated financial statements - Calves farm";"         Toelichting op de geconsolideerde jaarrekening - Kalverhouderij";"         Toelichting op de geconsolideerde jaarrekening - Kalverhouderij";"         Toelichting op de geconsolideerde jaarrekening - Kalverhouderij";"";"NotesConsolidatedAgroCalvesFarm";"frc-lr";"NotesConsolidatedAgroCalvesFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroCalvesFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
244;"frc-lr:ConsolidatedAgroMilkGoatFarm";4;"         Agro, milk goat farm, consolidated";"         Agro, melkgeitenhouderij, geconsolideerd";"         Agro, melkgeitenhouderij, geconsolideerd";"         Agro, melkgeitenhouderij, geconsolideerd";"";"ConsolidatedAgroMilkGoatFarm";"frc-lr";"ConsolidatedAgroMilkGoatFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroMilkGoatFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
245;"frc-lr:NotesConsolidatedAgroMilkGoatFarm";4;"         Notes to the consolidated financial statements -Milk goat farm";"         Toelichting op de geconsolideerde jaarrekening - Melkgeitenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Melkgeitenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Melkgeitenhouderij";"";"NotesConsolidatedAgroMilkGoatFarm";"frc-lr";"NotesConsolidatedAgroMilkGoatFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroMilkGoatFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
246;"frc-lr:ConsolidatedAgroCageHensFarm";4;"         Agro, cage hens farm, consolidated";"         Agro, leghennenhouderij, geconsolideerd";"         Agro, leghennenhouderij, geconsolideerd";"         Agro, leghennenhouderij, geconsolideerd";"";"ConsolidatedAgroCageHensFarm";"frc-lr";"ConsolidatedAgroCageHensFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroCageHensFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
247;"frc-lr:NotesConsolidatedAgroCageHensFarm";4;"         Notes to the consolidated financial statements - Cage hens farm";"         Toelichting op de geconsolideerde jaarrekening - Leghennenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Leghennenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Leghennenhouderij";"";"NotesConsolidatedAgroCageHensFarm";"frc-lr";"NotesConsolidatedAgroCageHensFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroCageHensFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
248;"frc-lr:ConsolidatedAgroNestlingsFarm";4;"         Agro, nestlings farm, consolidated";"         Agro, vleeskuikenshouderij, geconsolideerd";"         Agro, vleeskuikenshouderij, geconsolideerd";"         Agro, vleeskuikenshouderij, geconsolideerd";"";"ConsolidatedAgroNestlingsFarm";"frc-lr";"ConsolidatedAgroNestlingsFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroNestlingsFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
249;"frc-lr:NotesConsolidatedAgroNestlingsFarm";4;"         Notes to the consolidated financial statements - Nestlings farm";"         Toelichting op de geconsolideerde jaarrekening - Vleeskuikenshouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeskuikenshouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeskuikenshouderij";"";"NotesConsolidatedAgroNestlingsFarm";"frc-lr";"NotesConsolidatedAgroNestlingsFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroNestlingsFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
250;"frc-lr:ConsolidatedAgroMeatTurkeysFarm";4;"         Agro, meat turkeys farm, consolidated";"         Agro, vleeskalkoenenhouderij, geconsolideerd";"         Agro, vleeskalkoenenhouderij, geconsolideerd";"         Agro, vleeskalkoenenhouderij, geconsolideerd";"";"ConsolidatedAgroMeatTurkeysFarm";"frc-lr";"ConsolidatedAgroMeatTurkeysFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroMeatTurkeysFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
251;"frc-lr:ConsolidatedAgroMeatDucksFarm";4;"         Agro, meat ducks farm, consolidated";"         Agro, vleeseendenhouderij, geconsolideerd";"         Agro, vleeseendenhouderij, geconsolideerd";"         Agro, vleeseendenhouderij, geconsolideerd";"";"ConsolidatedAgroMeatDucksFarm";"frc-lr";"ConsolidatedAgroMeatDucksFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroMeatDucksFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
252;"frc-lr:NotesConsolidatedAgroMeatTurkeysFarm";4;"         Notes to the consolidated financial statements - Meat turkeys farm";"         Toelichting op de geconsolideerde jaarrekening - Vleeskalkoenenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeskalkoenenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeskalkoenenhouderij";"";"NotesConsolidatedAgroMeatTurkeysFarm";"frc-lr";"NotesConsolidatedAgroMeatTurkeysFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroMeatTurkeysFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
253;"frc-lr:NotesConsolidatedAgroMeatDucksFarm";4;"         Notes to the consolidated financial statements - Meat ducks farm";"         Toelichting op de geconsolideerde jaarrekening - Vleeseendenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeseendenhouderij";"         Toelichting op de geconsolideerde jaarrekening - Vleeseendenhouderij";"";"NotesConsolidatedAgroMeatDucksFarm";"frc-lr";"NotesConsolidatedAgroMeatDucksFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroMeatDucksFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
254;"frc-lr:ConsolidatedAgroGuineaFowlFarm";4;"         Agro, guinea fowl farm, consolidated";"         Agro, parelhoendershouderij, geconsolideerd";"         Agro, parelhoendershouderij, geconsolideerd";"         Agro, parelhoendershouderij, geconsolideerd";"";"ConsolidatedAgroGuineaFowlFarm";"frc-lr";"ConsolidatedAgroGuineaFowlFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ConsolidatedAgroGuineaFowlFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
255;"frc-lr:NotesConsolidatedAgroGuineaFowlFarm";4;"         Notes to the consolidated financial statements - guinea fowl farm";"         Toelichting op de geconsolideerde jaarrekening - Parelhoendershouderij";"         Toelichting op de geconsolideerde jaarrekening - Parelhoendershouderij";"         Toelichting op de geconsolideerde jaarrekening - Parelhoendershouderij";"";"NotesConsolidatedAgroGuineaFowlFarm";"frc-lr";"NotesConsolidatedAgroGuineaFowlFarm";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesConsolidatedAgroGuineaFowlFarm";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
256;"frc-abstr:FinancialStatementBanksTitle";2;"   Financial statement [title]";"   Jaarrekening [titel]";"   Jaarrekening [titel]";"   Jaarrekening [titel]";"";"FinancialStatementBanksTitle";"frc-abstr";"FinancialStatementBanksTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#FinancialStatementBanksTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
257;"frc-abstr:BankRatioTitle";3;"      Bank ratio [title]";"      Bank ratio [titel]";"      Bank ratio [titel]";"      Bank ratio [titel]";"";"BankRatioTitle";"frc-abstr";"BankRatioTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#BankRatioTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
258;"frc-lr:BankRatio";4;"         Ratio";"         Bancaire kengetallen";"         Bancaire kengetallen";"         Bancaire kengetallen";"";"BankRatio";"frc-lr";"BankRatio";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#BankRatio";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
259;"frc-i:SquareMeterSalesSurface";5;"            Square meter sales surface";"            Verkoopoppervlakte";"            Verkoopoppervlakte";"            Verkoopoppervlakte";"";"SquareMeterSalesSurface";"frc-i";"SquareMeterSalesSurface";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#SquareMeterSalesSurface";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Verkoopoppervlakte uitgedrukt in vierkante meters (gemiddelde per rapportagejaar). Deze variabele heeft betrekking op de detailhandel en op het aantal vierkante meters verkoopruimte (exclusief magazijnen en dergelijke).";"";"";"";"Verkoopoppervlakte uitgedrukt in vierkante meters (gemiddelde per rapportagejaar). Deze variabele heeft betrekking op de detailhandel en op het aantal vierkante meters verkoopruimte (exclusief magazijnen en dergelijke).";"";"";""
