;"Generated by FINAN XBRL Taxonomy Viewer v4.3.24"
;"Taxonomy: BT11(FrcRptWoz2016)"

"Sort";"ID";"Level";"Label en";"Label nl";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Documentation de";"Documentation fr";"Ddef.Guidance en";"Ddef.Guidance nl";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
21;"frc-abstr:BankInformationTitle";5;"            Bank information title";"            Bank informatie";"            Bank informatie";"            Bank informatie";"";"BankInformationTitle";"frc-abstr";"hc67_BankInformationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#BankInformationTitle";"sbr:presentationItem";2;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
22;"frc-i:DestinationBank";6;"               Destination bank";"               Bestemmende bank";"               Bestemmende bank";"               Bestemmende bank";"";"DestinationBank";"frc-i";"DestinationBank";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DestinationBank";"xbrli:item";1;0;0;;"0";"0";"0";"0";"frc-codes:destinationBankItemType";"destinationBank";"xbrli:stringItemType";"Enumeration";"0";"";"ABN AMRO Bank|ING Bank|Overige|Rabobank";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"De naam van de bank waarvoor de rapportage bestemd is.";"";"";"";"De naam van de bank waarvoor de rapportage bestemd is. Indien de rapportage bestemd is voor een bank waarvan de naam niet is opgenomen in de gespecificeerde lijst dan ""Overig"" invullen.";"";"";""
23;"nl-cd:DocumentCreationDate";5;"            Document creation date";"            Datum van opmaak van het document";"            Datum van opmaak van het document";"            Datum van opmaak van het document";"";"DocumentCreationDate";"nl-cd";"DocumentCreationDate";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#DocumentCreationDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"The date of document formatting, according to ISO 8601 with the format: yyyy-mm-dd.";"De datum van opmaak van het document volgens ISO 8601 in het formaat: jjjj-mm-dd";"";"";"";"";"";"";""
24;"kvk-t:ContactForDocumentPresentation";5;"            Contact for this document";"            Contactpersoon voor deze rapportage";"            Contactpersoon voor deze rapportage";"            Contactpersoon voor deze rapportage";"";"ContactForDocumentPresentation";"kvk-t";"ContactForDocumentPresentation";"http://www.nltaxonomie.nl/nt11/kvk/20161214/dictionary/kvk-tuples#ContactForDocumentPresentation";"sbr:presentationTuple";1;1;0;;"0";"0";"1";"1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"The intention of this tuple is to record the contact details of the contact for this document. This contact can be a person from the organisation itself or from its intermediary.";"Deze tuple is bedoeld voor het opnemen van de contactgegevens van de contactpersoon van deze rapportage. Deze contactpersoon kan van de organisatie zelf zijn of van haar intermediair.";"";"";"";"";"";"";""
25;"kvk-i:ContactType";6;"               Contact type";"               Soort contactpersoon";"               Soort contactpersoon";"               Soort contactpersoon";"";"ContactType";"kvk-i";"ContactType";"http://www.nltaxonomie.nl/nt11/kvk/20161214/dictionary/kvk-data#ContactType";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"0";"0";"0";"kvk-codes:contactItemType";"contact";"xbrli:stringItemType";"Enumeration";"0";"";"Intermediair|Ondernemer";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"The purpose of this concept is to categorise the contact for this report into either ""Intermediary"" or ""Entrepreneur"".";"Dit concept dient voor het classificeren van de contactpersoon van deze rapportage in de categorie ""ondernemer"" of ""intermediair"".";"";"";"";"";"";"";""
26;"nl-cd:FirstName";6;"               First name";"               Voornamen";"               Voornamen";"               Voornamen";"";"FirstName";"nl-cd";"FirstName";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#FirstName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"1";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The collection of names, separated by spaces, which precede the family name stripped of predicates.";"De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat. Indien aanwezig, wordt het predikaat afgesplitst.";"";"";"";"";"";"";"Name: LO3.9, Page: 234, Publisher: Gemeentelijke basisadministratie"
27;"nl-cd:FamilyName";6;"               Family name";"               Geslachtsnaam";"               Geslachtsnaam";"               Geslachtsnaam";"";"FamilyName";"nl-cd";"FamilyName";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#FamilyName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"2";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The family name stripped of any prefixes and noble titles/predicates.";"De (geslachts)naam waarvan de eventueel aanwezige voorvoegsels en adellijke titel/predikaat zijn afgesplitst.";"";"";"";"";"";"";"Name: LO3.9, Page: 237, Publisher: Gemeentelijke basisadministratie"
28;"kvk-i:OrganisationName";6;"               Name of the organisation represented by the contact";"               Naam van de organisatie vertegenwoordigd door de contactpersoon";"               Naam van de organisatie vertegenwoordigd door de contactpersoon";"               Naam van de organisatie vertegenwoordigd door de contactpersoon";"";"OrganisationName";"kvk-i";"OrganisationName";"http://www.nltaxonomie.nl/nt11/kvk/20161214/dictionary/kvk-data#OrganisationName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"3";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The name of the organisation to which the contactperson belongs.";"De naam van de organisatie waartoe de contactpersoon behoort.";"";"";"";"";"";"";""
29;"nl-cd:TelephoneNumber";6;"               Telephone number";"               Telefoonnummer";"               Telefoonnummer";"               Telefoonnummer";"";"TelephoneNumber";"nl-cd";"TelephoneNumber";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#TelephoneNumber";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"4";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The number on which a person or organisation can be reached by telephone, consisting of an area code and a subscriber number.";"Het nummer waaronder een persoon of organisatie telefonisch te bereiken is, bestaande uit een netnummer en een abonneenummer.";"";"";"";"";"";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
30;"nl-cd:EmailAddressFull";6;"               Email address, full";"               E-mailadres, volledig";"               E-mailadres, volledig";"               E-mailadres, volledig";"";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#EmailAddressFull";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"5";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"The address with which the person or organisation is contacted through the internet electronic mail.";"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"";"";"";"";"";"";"IssueDate: 2002, Name: NEN5825"
31;"frc-abstr:IntermediaryTitle";3;"      Intermediary title";"      Intermediair";"      Intermediair";"      Intermediair";"";"IntermediaryTitle";"frc-abstr";"IntermediaryTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#IntermediaryTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
32;"frc-lr:IntermediaryInformation";4;"         Information about the intermediary";"         Informatie over de intermediair";"         Informatie over de intermediair";"         Informatie over de intermediair";"";"IntermediaryInformation";"frc-lr";"IntermediaryInformation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#IntermediaryInformation";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
33;"frc-i:NameIntermediary";5;"            Name intermediary";"            Naam intermediair";"            Naam intermediair";"            Naam intermediair";"";"NameIntermediary";"frc-i";"NameIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#NameIntermediary";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Naam kantoor intermediair.";"";"";"";"Naam van het kantoor van de financiële intermediair (accountant, fiscalist, boekhoudkantoor).";"";"";""
34;"frc-i:DomicileIntermediary";5;"            Domicile intermediary";"            Vestigingsplaats intermediair";"            Vestigingsplaats intermediair";"            Vestigingsplaats intermediair";"";"DomicileIntermediary";"frc-i";"DomicileIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DomicileIntermediary";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Vestigingsplaats intermediair.";"";"";"";"De vestigingsplaats van de financiële intermediair (accountant, fiscalist, boekhoudkantoor).";"";"";""
35;"frc-i:NameCompiler";5;"            Name compiler";"            Naam opsteller";"            Naam opsteller";"            Naam opsteller";"";"NameCompiler";"frc-i";"NameCompiler";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#NameCompiler";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"De naam van de opsteller (natuurlijk persoon) met toevoeging van (relevante) titels.";"";"";"";"De naam van de opsteller (natuurlijk persoon) van de rapportage met toevoeging van (relevante) titels.";"";"";""
36;"frc-i:EmailAddressIntermediary";5;"            Email address intermediary";"            E-mailadres intermediair";"            E-mailadres intermediair";"            E-mailadres intermediair";"";"EmailAddressIntermediary";"frc-i";"EmailAddressIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#EmailAddressIntermediary";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Het e-mailadres van de intermediair.";"";"";"";"Het e-mailadres van de financiële intermediair.";"";"";""
37;"frc-abstr:BankInformationTitle";3;"      Bank information title";"      Bank informatie";"      Bank informatie";"      Bank informatie";"";"BankInformationTitle";"frc-abstr";"BankInformationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#BankInformationTitle";"sbr:presentationItem";2;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
38;"frc-lr:BankAccountsSpecification";4;"         Bank accounts specification";"         Zakelijke bankrekening gegevens specificatie";"         Zakelijke bankrekening gegevens specificatie";"         Zakelijke bankrekening gegevens specificatie";"";"BankAccountsSpecification";"frc-lr";"BankAccountsSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#BankAccountsSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
39;"frc-dim:BankAccountSpecificationAxis";5;"            Bank accounts specification [axis]";"            Bankrekening gegevens specificatie [as]";"            Bankrekening gegevens specificatie [as]";"            Bankrekening gegevens specificatie [as]";"";"BankAccountSpecificationAxis";"frc-dim";"BankAccountSpecificationAxis";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-axes#BankAccountSpecificationAxis";"xbrldt:dimensionItem";1;1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
40;"frc-dm:BankAccountSpecificationTypedMember";6;"               Bank accounts specification [typed member]";"               Bankrekening gegevens specificatie [typed member]";"               Bankrekening gegevens specificatie [typed member]";"               Bankrekening gegevens specificatie [typed member]";"";"BankAccountSpecificationTypedMember";"frc-dm";"BankAccountSpecificationTypedMember";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-domains#BankAccountSpecificationTypedMember";"";1;0;1;"frc-dim:BankAccountSpecificationAxis";"0";"0";"0";"0";"nl-types:string255";"string255";"nl-types:string255";"String";"1";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"";"";"";"";""
41;"frc-i:BankName";6;"               Bank name";"               Naam bank";"               Naam bank";"               Naam bank";"";"BankName";"frc-i";"BankName";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BankName";"xbrli:item";2;0;0;"frc-dim:BankAccountSpecificationAxis";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"";"De naam van de bank.";"";"";"";"De naam van de bank.";"";"";""
42;"frc-lr:PrivateBankAccountsSpecification";4;"         Private bank accounts specification";"         Privé bankrekening gegevens specificatie";"         Privé bankrekening gegevens specificatie";"         Privé bankrekening gegevens specificatie";"";"PrivateBankAccountsSpecification";"frc-lr";"PrivateBankAccountsSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#PrivateBankAccountsSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
43;"frc-dim:PrivateBankAccountSpecificationAxis";5;"            Private bank accounts specification [axis]";"            Privé bankrekening gegevens specificatie [as]";"            Privé bankrekening gegevens specificatie [as]";"            Privé bankrekening gegevens specificatie [as]";"";"PrivateBankAccountSpecificationAxis";"frc-dim";"PrivateBankAccountSpecificationAxis";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-axes#PrivateBankAccountSpecificationAxis";"xbrldt:dimensionItem";1;1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
44;"frc-dm:PrivateBankAccountSpecificationTypedMember";6;"               Private bank accounts specification [typed member]";"               Privé bankrekening gegevens specificatie [typed member]";"               Privé bankrekening gegevens specificatie [typed member]";"               Privé bankrekening gegevens specificatie [typed member]";"";"PrivateBankAccountSpecificationTypedMember";"frc-dm";"PrivateBankAccountSpecificationTypedMember";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-domains#PrivateBankAccountSpecificationTypedMember";"";1;0;1;"frc-dim:PrivateBankAccountSpecificationAxis";"0";"0";"0";"0";"nl-types:string255";"string255";"nl-types:string255";"String";"1";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"";"";"";"";""
45;"frc-i:BankName";6;"               Bank name";"               Naam bank";"               Naam bank";"               Naam bank";"";"BankName";"frc-i";"BankName";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BankName";"xbrli:item";2;0;0;"frc-dim:PrivateBankAccountSpecificationAxis";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"";"De naam van de bank.";"";"";"";"De naam van de bank.";"";"";""
46;"frc-abstr:ImmovablePropertyLawTitle";2;"   Immovable property law [Title]";"   WOZ [Titel]";"   WOZ [Titel]";"   WOZ [Titel]";"";"ImmovablePropertyLawTitle";"frc-abstr";"ImmovablePropertyLawTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#ImmovablePropertyLawTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
47;"frc-lr:NotesBanksLandAndBuildingsSpecification";3;"      Notes to the financial statements - Land and buildings, specification";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen, specificatie";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen, specificatie";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen, specificatie";"";"NotesBanksLandAndBuildingsSpecification";"frc-lr";"NotesBanksLandAndBuildingsSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesBanksLandAndBuildingsSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
48;"frc-dim:LandAndBuildingsSpecificationAxis";4;"         Land and buildings, specification [axis]";"         Bedrijfsgebouwen en -terreinen, specificatie [as]";"         Bedrijfsgebouwen en -terreinen, specificatie [as]";"         Bedrijfsgebouwen en -terreinen, specificatie [as]";"";"LandAndBuildingsSpecificationAxis";"frc-dim";"LandAndBuildingsSpecificationAxis";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-axes#LandAndBuildingsSpecificationAxis";"xbrldt:dimensionItem";1;1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
49;"frc-dm:RegistryNumberRegisterBoundGoodTypedMember";5;"            Registry number register bound good [typed member]";"            Registernummer [typed member]";"            Registernummer [typed member]";"            Registernummer [typed member]";"";"RegistryNumberRegisterBoundGoodTypedMember";"frc-dm";"RegistryNumberRegisterBoundGoodTypedMember";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-domains#RegistryNumberRegisterBoundGoodTypedMember";"";1;0;1;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:string255";"string255";"nl-types:string255";"String";"1";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"";"";"";"";""
50;"frc-i:PurchaseValueRegisterBoundGood";5;"            Purchase value register bound good";"            Aanschafwaarde registergoed";"            Aanschafwaarde registergoed";"            Aanschafwaarde registergoed";"";"PurchaseValueRegisterBoundGood";"frc-i";"PurchaseValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"De ondergrens van de aanschafwaarde van het registergoed bedraagt €10.000,-. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";"";"De waarde waarvoor een registergoed is aangeschaft. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";""
51;"frc-i:PurchaseYearRegisterBoundGood";5;"            Purchase year register bound good";"            Aanschafjaar registergoed";"            Aanschafjaar registergoed";"            Aanschafjaar registergoed";"";"PurchaseYearRegisterBoundGood";"frc-i";"PurchaseYearRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseYearRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"Het aanschafjaar van het registergoed.";"";"";"";"Het aanschafjaar van het registergoed.";"";"";""
52;"frc-i:BuildingIndicator";5;"            Building indicator Y/N";"            Gebouw (eventueel inclusief terrein) J/N";"            Gebouw (eventueel inclusief terrein) J/N";"            Gebouw (eventueel inclusief terrein) J/N";"";"BuildingIndicator";"frc-i";"BuildingIndicator";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BuildingIndicator";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-codes:yesNoItemType";"yesNo";"xbrli:stringItemType";"Enumeration";"0";"";"Ja|Nee";"";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";""
53;"frc-i:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";5;"            Value purposes valuation of immovable property act register bound good";"            WOZ-waarde registergoed";"            WOZ-waarde registergoed";"            WOZ-waarde registergoed";"";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"frc-i";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Waarde van het registergoed zoals het bij het register is geregistreerd. Indien WOZ waarde geen betrekking heeft op kadastrale nummer, dient dit toegelicht te worden. Indien het woonhuis niet tot het zakelijk vermogen gerekend wordt, moet dit worden toegelicht.";"";"";"";"De waarde van een onroerende zaak op de laatste peildatum zoals deze in het kader van de Wet Waardering Onroerende Zaken (WOZ) wordt bepaald (Artikel 18, lid 2 van de Wet WOZ).";"";"";""
54;"frc-i:DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";5;"            Date of adoption for value of immovable property act register bound good";"            Datum vaststelling WOZ-waarde registergoed";"            Datum vaststelling WOZ-waarde registergoed";"            Datum vaststelling WOZ-waarde registergoed";"";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"frc-i";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";""
55;"frc-i:BalanceSheetValueRegisterBoundGood";5;"            Balance sheet value register bound good";"            Boekwaarde registergoed";"            Boekwaarde registergoed";"            Boekwaarde registergoed";"";"BalanceSheetValueRegisterBoundGood";"frc-i";"BalanceSheetValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BalanceSheetValueRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Boekwaarde van het registergoed.";"";"";"";"De boekwaarde van een goed dat volgens de wet moet worden ingeschreven in de daarvoor bestemde openbare registers: grond, huizen, schepen, vliegtuigen. Door de inschrijving kan iedereen zien aan wie het toebehoort en of er een ander zakelijk recht(bijvoorbeeld een hypotheek) op rust (zie BW 3:10).";"";"";""
56;"frc-i:AmortisationMethodRegisterBoundGood";5;"            Amortisation method register bound good";"            Afschrijvingsmethode registergoed";"            Afschrijvingsmethode registergoed";"            Afschrijvingsmethode registergoed";"";"AmortisationMethodRegisterBoundGood";"frc-i";"AmortisationMethodRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AmortisationMethodRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";""
57;"frc-lr:NotesBanksLandAndBuildings";3;"      Notes to the financial statements - Land and buildings";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"";"NotesBanksLandAndBuildings";"frc-lr";"NotesBanksLandAndBuildings";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesBanksLandAndBuildings";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
58;"frc-i:PurchaseValueRegisterBoundGoodDisclosure";4;"         Disclosure of purchase value register bound good";"         Informatieverschaffing over de aanschafwaarde registergoed";"         Informatieverschaffing over de aanschafwaarde registergoed";"         Informatieverschaffing over de aanschafwaarde registergoed";"";"PurchaseValueRegisterBoundGoodDisclosure";"frc-i";"PurchaseValueRegisterBoundGoodDisclosure";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGoodDisclosure";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"";"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";"";"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";""
