1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
1123;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1124;Locatieomschrijving NL;5;DescriptionLocationNL;DescriptionLocationNL;String;; ; ;1;;;;;;;;1
1125;Straatnaam NL;5;StreetNameNL;StreetNameNL;String;FvL_CVLocatie_tpObject_tpHuurders_tpAdres_ti001_ti001_ti001;FvL_CVLocatie_tpObject_tpHuurders_tpAdres_ti001_ti001_ti001;String;1;;;;;;;;3
1126;Huisnummer NL;5;HouseNumberNL;HouseNumberNL;String;;;;1;;;;;;;;1
1127;Huisnummer toevoeging;5;HouseNumberAddition;HouseNumberAddition;String;; ; ;2;;;;;;;;1
1128;Plaats;5;PlaceOfResidenceNL;PlaceOfResidenceNL;String;; ; ;1;;;;;;;;2
1129;Stadsdeel;5;Borough;Borough;String;; ; ;3;;;;;;;;3
1130;Postcode NL;5;PostalCodeNL;PostalCodeNL;String;; ; ;1;;;;;;;;3
1131;Gemeente;5;Municipality;Municipality;String;; ; ;3;;;;;;;;3
1132;Provincie;5;NameRegion;NameRegion;String;; ; ;3;;;;;;;;3
1133;Landnaam, ISO;5;CountryName;CountryName;String;; ; ;1;;;;;;;;3
1134;postcode buitenland;5;; ; ;; ; ;2;;;;;;;;3
1135;Pandindentificatie;5;BAGPandID;BAGPandID;String;; ; ;3;;;;;;;;3
1136;Verblijfsobject-identificatie;5;BAGVBOID;BAGVBOID;String;; ; ;3;;;;;;;;3
1137;Presentatievolgorde;5;PresentationOrder;PresentationOrder;Number;;;;3;;;;;;;;3
1138;algemene informatie ruimte;5;SubbuildingGeneralInformationTitle;SubbuildingGeneralInformationTitle;Abstract;; ; ;1;;;;;;;;0
1139;Juridische informatie subgebouw / ruimte [titel];6;SubbuidlingLegalInformationTitle;SubbuidlingLegalInformationTitle;Abstract;; ; ;3;;;;;;;;3
1140;Juridische informatie subgebouw / ruimte;7;SubbuildingLegalInformation;SubbuildingLegalInformation;Abstract;; ; ;3;;;;;;;;3
1141;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1142;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1143;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1144;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1145;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1146;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1147;Recht van opstal;7;RightOfResidence;RightOfResidence;Enumeration;; ; ;3;;;;;;;;3
1148;Rijksmonument;7;NationalMonument;NationalMonument;Enumeration;; ; ;3;;;;;;;;3
1149;Provinciaal monument;7;ProvinceMonument;ProvinceMonument;Enumeration;; ; ;3;;;;;;;;3
1150;Gemeentelijk monument;7;CountyMonument;CountyMonument;Enumeration;; ; ;3;;;;;;;;3
1151;Beschermde stads/dorpsgezicht;7;ProtectedCountyView;ProtectedCountyView;Enumeration;; ; ;3;;;;;;;;3
1152;Kadastrale aanduiding percelen subgebouw / ruimte;7;SubbuildingLandRegisterParcels;SubbuildingLandRegisterParcels;Abstract;; ; ;3;;;;;;;;3
1153;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1154;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1155;Interne id van het perceel [as];7;InternalIDParcelAxis;InternalIDParcelAxis;Abstract;;;;3;;;;;;;;3
1156;Interne id van het perceel [typed member];7;InternalIDParcelTypedMember;InternalIDParcelTypedMember;String;;;;3;;;;;;;;3
1157;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1158;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1159;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1160;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1161;Kadastrale eigenaar;7;OwnerAccordingToLandRegister;OwnerAccordingToLandRegister;String;; ; ;3;;;;;;;;3
1162;Registratienummer bij de Kamer van Koophandel van de eigenaar;7;OwnerChamberOfCommerceRegistrationNumber;OwnerChamberOfCommerceRegistrationNumber;String;; ; ;3;;;;;;;;3
1163;Kadastrale gemeente;7;CountyLandRegister;CountyLandRegister;String;; ; ;3;;;;;;;;3
1164;Kadastrale gemeente sectie;7;CountyLandRegisterSection;CountyLandRegisterSection;String;; ; ;3;;;;;;;;3
1165;Kadastrale gemeente nummer;7;CountyLandRegisterNumber;CountyLandRegisterNumber;String;; ; ;3;;;;;;;;3
1166;Kadastrale gemeente index appartements nummer;7;CountyLandRegisterIndexNumberAppartmentRight;CountyLandRegisterIndexNumberAppartmentRight;String;; ; ;3;;;;;;;;3
1167;Type eigendomsrecht;7;GroundInterest;GroundInterest;Enumeration;; ; ;3;;;;;;;;3
1168;Een grondstuk kan meerdere eigenaren hebben, alleen het percentage van de gerapporteerde eigenaar wordt opgenomen. Op gebouwniveau wordt het oppervlakte gewogen met de oppervlakte van de percelen.;7;OwnershipPercentage;OwnershipPercentage;Number;; ; ;3;;;;;;;;3
1169;Het perceel oppervlakte zoals bekend bij het kadaster;7;LandRegisterArea;LandRegisterArea;String;; ; ;3;;;;;;;;3
1170;Kadastrale aanduiding percelen verkoopinformatie subgebouw / ruimte;7;SubbuildingLandRegisterParcelSalesInformation;SubbuildingLandRegisterParcelSalesInformation;Abstract;; ; ;3;;;;;;;;3
1171;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1172;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1173;Interne id van het perceel [as];7;InternalIDParcelAxis;InternalIDParcelAxis;Abstract;;;;3;;;;;;;;3
1174;Interne id van het perceel [typed member];7;InternalIDParcelTypedMember;InternalIDParcelTypedMember;String;;;;3;;;;;;;;3
1175;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1176;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1177;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1178;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1179;Kadastrale verkoopdatum;7;LandRegisterParcelSalesDate;LandRegisterParcelSalesDate;Date;;;;3;;;;;;;;3
1180;Kadastrale verkoopprijs;7;LandRegisterParcelSalesPrice;LandRegisterParcelSalesPrice;Monetary;;;;3;;;;;;;;3
1181;Gebruikssituatie van het subgebouw / ruimte [titel];6;SubbuildingUsageTitle;SubbuildingUsageTitle;Abstract;; ; ;1;;;;;;;;0
1182;Gebruikssituatie van het subgebouw / ruimte;7;SubbuildingUsage;SubbuildingUsage;Abstract;; ; ;3;;;;;;;;1
1183;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1184;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1185;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1186;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1187;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1188;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1189;Verhuurde oppervlakte;7;AreaLeased;AreaLeased;String;; ; ;1;;;;;;;;1
1190;Bezettingspercentage;7;OccupancyRate;OccupancyRate;Number;; ; ;1;;;;;;;;2
1191;Basishuur per jaar;7;ContractRentPerYear;ContractRentPerYear;Monetary;; ; ;1;;;;;;;;3
1192;Datum van basishuur schatting;7;EstimateHeadlineRentDate;EstimateHeadlineRentDate;Date;; ; ;1;;;;;;;;3
1193;Kredietkwaliteit hoofdhuurder;7;CreditQualityAnchorTenant;CreditQualityAnchorTenant;Enumeration;; ; ;1;;;;;;;;3
1194;Mediaan kredietkwaliteit huurders;7;MedianCreditQualityTenants;MedianCreditQualityTenants;Enumeration;; ; ;2;;;;;;;;3
1195;Aantal huurders;7;NumberOfTenants;NumberOfTenants;Number;; ; ;3;;;;;;;;3
1196;Algemene huurinformatie van het subgebouw / ruimte;7;SubbuildingGeneralLeaseInformation;SubbuildingGeneralLeaseInformation;Abstract;; ; ;3;;;;;;;;3
1197;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1198;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1199;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1200;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1201;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1202;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1203;Naam huurder;7;TenantName;TenantName;String;; ; ;1;;;;;;;;3
1204;Registratienummer bij de Kamer van Koophandel van de huurder;7;TenantChamberOfCommerceRegistrationNumber;TenantChamberOfCommerceRegistrationNumber;String;; ; ;2;;;;;;;;3
1205;Kredietkwaliteit hoofdhuurder;7;CreditQualityAnchorTenant;CreditQualityAnchorTenant;Enumeration;; ; ;1;;;;;;;;3
1206;Kredietkwaliteit huurder;7;CreditQualityTenant;CreditQualityTenant;Enumeration;; ; ;3;;;;;;;;3
1207;Hoofdhuurder;7;AnchorTenant;AnchorTenant;String;; ; ;2;;;;;;;;3
1208;NAICS-code;7;NAICSCode;NAICSCode;String;; ; ;2;;;;;;;;3
1209;Huurregels van het subgebouw / ruimte;7;SubbuildingLeaseCharges;SubbuildingLeaseCharges;Abstract;; ; ;3;;;;;;;;3
1210;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;; ; ;3;;;;;;;;3
1211;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;; ; ;3;;;;;;;;3
1212;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1213;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1214;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1215;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1216;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1217;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1218;Inkomenscategorie;7;IncomeCategory;IncomeCategory;String;; ; ;3;;;;;;;;1
1219;Betalingsfrequentie;7;PaymentFrequency;PaymentFrequency;String;; ; ;2;;;;;;;;3
1220;Huur is BTW-belast;7;LeaseVATChargeable;LeaseVATChargeable;Enumeration;; ; ;2;;;;;;;;3
1221;BTW-percentage van toepassing op huurregel;7;LeaseVAT;LeaseVAT;Number;; ; ;2;;;;;;;;1
1222;Huur is rentedragend;7;LeaseInterestChargeable;LeaseInterestChargeable;Enumeration;; ; ;2;;;;;;;;1
1223;Huurcommissiezaak op huurprijs;7;RentCommissionAuthorityCase;RentCommissionAuthorityCase;Enumeration;; ; ;2;;;;;;;;3
1224;Te facturereren bedrag;7;AmountInvoiced;AmountInvoiced;Monetary;; ; ;1;;;;;;;;3
1225;Huur op startdatum;7;StartingRent;StartingRent;Monetary;; ; ;1;;;;;;;;3
1226;Start betalingsschema;7;StartPaymentSchedule;StartPaymentSchedule;Date;; ; ;1;;;;;;;;3
1227;Einde betalingsschema;7;EndPaymentSchedule;EndPaymentSchedule;Date;; ; ;1;;;;;;;;3
1228;Voorschot;7;AdvancePayment;AdvancePayment;Enumeration;; ; ;1;;;;;;;;3
1229;Breakregels van het subgebouw / ruimte;7;SubbuildingLeaseChargesBreak;SubbuildingLeaseChargesBreak;Abstract;; ; ;3;;;;;;;;3
1230;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1231;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1232;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;; ; ;3;;;;;;;;3
1233;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;; ; ;3;;;;;;;;3
1234;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1235;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1236;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1237;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1238;Datum break optie in huurovereenkomst;7;BreakDate;BreakDate;Date;;;;2;;;;;;;;1
1239;Eerste mogelijke opzegdatum;7;FirstNoticeDate;FirstNoticeDate;Date;;;;1;;;;;;;;2
1240;Laatste mogelijke opzegdatum;7;LastNoticeDate;LastNoticeDate;Date;;;;1;;;;;;;;2
1241;Partij(en) die de break mogen uitoefenen;7;BreakParty;BreakParty;String;;;;2;;;;;;;;3
1242;Bedrag gemoeid met het uitoefenen van een break-optie;7;BreakPenalty;BreakPenalty;Monetary;;;;2;;;;;;;;3
1243;Partij die bij het uitoefenen van een break-optie het bedrag betaalt;7;BreakPenaltyParty;BreakPenaltyParty;String;;;;2;;;;;;;;3
1244;Rollende break-optie;7;BreakRollingOption;BreakRollingOption;Enumeration;;;;2;;;;;;;;3
1245;Subgebouw / ruimte huurbedrag;7;SubbuildingRentMeasurement;SubbuildingRentMeasurement;Abstract;;;;3;;;;;;;;3
1246;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1247;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1248;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;;;;3;;;;;;;;3
1249;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;;;;3;;;;;;;;3
1250;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1251;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1252;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1253;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1254;Contracthuur;7;ContractRent;ContractRent;Monetary;;;;1;;;;;;;;2
1255;Methode berekenen huurbedrag;7;ContractRentMethod;ContractRentMethod;Enumeration;;;;3;;;;;;;;3
1256;Brontype huurgegevens / huurlijsten;7;ContractRentSourceType;ContractRentSourceType;Enumeration;;;;3;;;;;;;;3
1257;Datum huurbedrag;7;ContractRentDate;ContractRentDate;Date;;;;2;;;;;;;;3
1258;Basishuur per jaar;7;ContractRentPerYear;ContractRentPerYear;Monetary;;;;1;;;;;;;;2
1259;Subgebouw / ruimte markthuur;7;SubbuildingMarketMeasurement;SubbuildingMarketMeasurement;Abstract;;;;3;;;;;;;;3
1260;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1261;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1262;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;;;;3;;;;;;;;3
1263;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;;;;3;;;;;;;;3
1264;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1265;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1266;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1267;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1268;Markthuur;7;MarketRent;MarketRent;Monetary;;;;1;;;;;;;;2
1269;Brontype markthuurwaarde;7;MarketRentSourceType;MarketRentSourceType;Enumeration;;;;3;;;;;;;;3
1270;Datum van markthuurschatting;7;EstimateMarketRentDate;EstimateMarketRentDate;Date;;;;3;;;;;;;;3
1271;Subgebouw / ruimte oppervlakte;7;SubbuildingAreaMeasurement;SubbuildingAreaMeasurement;Abstract;;;;3;;;;;;;;3
1272;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1273;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1274;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;;;;3;;;;;;;;3
1275;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;;;;3;;;;;;;;3
1276;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1277;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1278;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1279;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1280;Verhuurde oppervlakte;7;AreaLeased;AreaLeased;String;;;;1;;;;;;;;1
1281;Opgemeten verhuurde oppervlakte methode;7;AreaLeasedMethod;AreaLeasedMethod;Enumeration;;;;3;;;;;;;;1
1282;Brontype oppervlakte;7;AreaSourceType;AreaSourceType;Enumeration;;;;3;;;;;;;;3
1283;Datum opgemete oppervlakte;7;AreaMeasuredDate;AreaMeasuredDate;Date;;;;2;;;;;;;;3
1284;Subgebouw- / ruimte-indexering;7;SubbuildingIndexation;SubbuildingIndexation;Abstract;;;;3;;;;;;;;3
1285;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1286;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1287;Interne id van de huurregels [as];7;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;;;;3;;;;;;;;3
1288;Interne id van de huurregels [typed member];7;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;;;;3;;;;;;;;3
1289;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1290;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1291;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
